,SCORE,Quarter,Time,Clock,Team,Score
55,8 - 17,1,2447.0,04:47,Away,8
56,8 - 17,1,2438.0,04:38,Home,17
56,8 - 17,1,2438.0,04:38,Away,8
57,8 - 17,1,2435.0,04:35,Home,17
57,8 - 17,1,2435.0,04:35,Away,8
58,8 - 17,1,2427.0,04:27,Home,17
58,8 - 17,1,2427.0,04:27,Away,8
59,8 - 17,1,2424.0,04:24,Home,17
59,8 - 17,1,2424.0,04:24,Away,8
60,8 - 17,1,2417.0,04:17,Home,17
60,8 - 17,1,2417.0,04:17,Away,8
61,8 - 17,1,2415.0,04:15,Home,17
61,8 - 17,1,2415.0,04:15,Away,8
62,8 - 17,1,2403.0,04:03,Away,8
62,8 - 17,1,2403.0,04:03,Home,17
63,8 - 17,1,2401.0,04:01,Away,8
63,8 - 17,1,2401.0,04:01,Home,17
64,8 - 17,1,2390.0,03:50,Home,17
64,8 - 17,1,2390.0,03:50,Away,8
65,8 - 17,1,2390.0,03:50,Away,8
65,8 - 17,1,2390.0,03:50,Home,17
66,8 - 20,1,2379.0,03:39,Away,8
66,8 - 20,1,2379.0,03:39,Home,20
67,8 - 20,1,2361.0,03:21,Home,20
67,8 - 20,1,2361.0,03:21,Away,8
68,8 - 20,1,2359.0,03:19,Away,8
68,8 - 20,1,2359.0,03:19,Home,20
69,8 - 20,1,2354.0,03:14,Away,8
69,8 - 20,1,2354.0,03:14,Home,20
70,8 - 20,1,2338.0,02:58,Home,20
70,8 - 20,1,2338.0,02:58,Away,8
71,8 - 20,1,2338.0,02:58,Away,8
71,8 - 20,1,2338.0,02:58,Home,20
72,8 - 20,1,2335.0,02:55,Away,8
72,8 - 20,1,2335.0,02:55,Home,20
73,8 - 21,1,2335.0,02:55,Home,21
73,8 - 21,1,2335.0,02:55,Away,8
74,8 - 22,1,2335.0,02:55,Away,8
74,8 - 22,1,2335.0,02:55,Home,22
75,8 - 22,1,2319.0,02:39,Away,8
75,8 - 22,1,2319.0,02:39,Home,22
76,8 - 22,1,2319.0,02:39,Away,8
76,8 - 22,1,2319.0,02:39,Home,22
77,8 - 22,1,2318.0,02:38,Home,22
77,8 - 22,1,2318.0,02:38,Away,8
78,8 - 22,1,2318.0,02:38,Home,22
78,8 - 22,1,2318.0,02:38,Away,8
79,8 - 22,1,2318.0,02:38,Home,22
79,8 - 22,1,2318.0,02:38,Away,8
80,8 - 22,1,2318.0,02:38,Home,22
80,8 - 22,1,2318.0,02:38,Away,8
81,8 - 22,1,2318.0,02:38,Home,22
81,8 - 22,1,2318.0,02:38,Away,8
82,8 - 22,1,2318.0,02:38,Away,8
82,8 - 22,1,2318.0,02:38,Home,22
83,8 - 22,1,2318.0,02:38,Away,8
83,8 - 22,1,2318.0,02:38,Home,22
84,8 - 22,1,2317.0,02:37,Away,8
84,8 - 22,1,2317.0,02:37,Home,22
85,8 - 24,1,2303.0,02:23,Away,8
85,8 - 24,1,2303.0,02:23,Home,24
86,10 - 24,1,2286.0,02:06,Home,24
86,10 - 24,1,2286.0,02:06,Away,10
87,10 - 24,1,2279.0,01:59,Away,10
87,10 - 24,1,2279.0,01:59,Home,24
88,10 - 24,1,2277.0,01:57,Home,24
88,10 - 24,1,2277.0,01:57,Away,10
89,12 - 24,1,2263.0,01:43,Home,24
89,12 - 24,1,2263.0,01:43,Away,12
90,12 - 26,1,2240.0,01:20,Home,26
90,12 - 26,1,2240.0,01:20,Away,12
91,14 - 26,1,2228.0,01:08,Away,14
91,14 - 26,1,2228.0,01:08,Home,26
92,14 - 26,1,2210.9,50.9,Away,14
92,14 - 26,1,2210.9,50.9,Home,26
93,14 - 26,1,2207.4,47.4,Home,26
93,14 - 26,1,2207.4,47.4,Away,14
94,14 - 26,1,2204.2,44.2,Home,26
94,14 - 26,1,2204.2,44.2,Away,14
95,14 - 26,1,2201.4,41.4,Home,26
95,14 - 26,1,2201.4,41.4,Away,14
96,16 - 26,1,2201.4,41.4,Home,26
96,16 - 26,1,2201.4,41.4,Away,16
97,16 - 26,1,2193.6,33.6,Away,16
97,16 - 26,1,2193.6,33.6,Home,26
98,16 - 26,1,2190.3,30.3,Home,26
98,16 - 26,1,2190.3,30.3,Away,16
99,16 - 26,1,2172.9,12.9,Away,16
99,16 - 26,1,2172.9,12.9,Home,26
100,16 - 26,1,2170.1,10.1,Away,16
100,16 - 26,1,2170.1,10.1,Home,26
101,16 - 26,1,2161.5,1.5,Away,16
101,16 - 26,1,2161.5,1.5,Home,26
102,16 - 26,1,2160.5,0.5,Away,16
102,16 - 26,1,2160.5,0.5,Home,26
103,16 - 26,1,2160.5,0.5,Away,16
103,16 - 26,1,2160.5,0.5,Home,26
104,16 - 26,1,2160.2,0.2,Away,16
104,16 - 26,1,2160.2,0.2,Home,26
105,16 - 26,1,2160.2,0.2,Away,16
105,16 - 26,1,2160.2,0.2,Home,26
106,16 - 26,1,2160.2,0.2,Home,26
106,16 - 26,1,2160.2,0.2,Away,16
107,16 - 26,1,2160.2,0.2,Home,26
107,16 - 26,1,2160.2,0.2,Away,16
108,16 - 26,1,2160.2,0.2,Home,26
108,16 - 26,1,2160.2,0.2,Away,16
109,16 - 26,1,2160.2,0.2,Home,26
109,16 - 26,1,2160.2,0.2,Away,16
110,16 - 27,1,2160.2,0.2,Home,27
110,16 - 27,1,2160.2,0.2,Away,16
111,16 - 27,1,2160.2,0.2,Home,27
111,16 - 27,1,2160.2,0.2,Away,16
112,16 - 27,2,2863.0,11:43,Home,27
112,16 - 27,2,2863.0,11:43,Away,16
113,16 - 27,2,2141.0,11:41,Home,27
113,16 - 27,2,2141.0,11:41,Away,16
114,16 - 27,2,2141.0,11:41,Home,27
114,16 - 27,2,2141.0,11:41,Away,16
115,16 - 27,2,2128.0,11:28,Home,27
115,16 - 27,2,2128.0,11:28,Away,16
116,16 - 27,2,2125.0,11:25,Home,27
116,16 - 27,2,2125.0,11:25,Away,16
117,16 - 27,2,2106.0,11:06,Home,27
117,16 - 27,2,2106.0,11:06,Away,16
118,16 - 27,2,2104.0,11:04,Home,27
118,16 - 27,2,2104.0,11:04,Away,16
119,16 - 27,2,2090.0,10:50,Away,16
119,16 - 27,2,2090.0,10:50,Home,27
120,16 - 27,2,2087.0,10:47,Home,27
120,16 - 27,2,2087.0,10:47,Away,16
121,16 - 27,2,2070.0,10:30,Home,27
121,16 - 27,2,2070.0,10:30,Away,16
122,16 - 27,2,2070.0,10:30,Home,27
122,16 - 27,2,2070.0,10:30,Away,16
123,16 - 27,2,2067.0,10:27,Home,27
123,16 - 27,2,2067.0,10:27,Away,16
124,16 - 27,2,2063.0,10:23,Home,27
124,16 - 27,2,2063.0,10:23,Away,16
125,16 - 27,2,2060.0,10:20,Home,27
125,16 - 27,2,2060.0,10:20,Away,16
126,16 - 27,2,2058.0,10:18,Home,27
126,16 - 27,2,2058.0,10:18,Away,16
127,17 - 27,2,2058.0,10:18,Away,17
127,17 - 27,2,2058.0,10:18,Home,27
128,18 - 27,2,2058.0,10:18,Away,18
128,18 - 27,2,2058.0,10:18,Home,27
129,18 - 30,2,2049.0,10:09,Away,18
129,18 - 30,2,2049.0,10:09,Home,30
130,18 - 30,2,2039.0,09:59,Away,18
130,18 - 30,2,2039.0,09:59,Home,30
131,18 - 30,2,2039.0,09:59,Away,18
131,18 - 30,2,2039.0,09:59,Home,30
132,18 - 30,2,2037.0,09:57,Away,18
132,18 - 30,2,2037.0,09:57,Home,30
133,18 - 31,2,2037.0,09:57,Away,18
133,18 - 31,2,2037.0,09:57,Home,31
134,18 - 31,2,2037.0,09:57,Away,18
134,18 - 31,2,2037.0,09:57,Home,31
135,18 - 31,2,2037.0,09:57,Away,18
135,18 - 31,2,2037.0,09:57,Home,31
136,18 - 32,2,2037.0,09:57,Away,18
136,18 - 32,2,2037.0,09:57,Home,32
137,20 - 32,2,2019.0,09:39,Away,20
137,20 - 32,2,2019.0,09:39,Home,32
138,20 - 32,2,2002.0,09:22,Home,32
138,20 - 32,2,2002.0,09:22,Away,20
139,20 - 32,2,2002.0,09:22,Away,20
139,20 - 32,2,2002.0,09:22,Home,32
140,20 - 32,2,1992.0,09:12,Away,20
140,20 - 32,2,1992.0,09:12,Home,32
141,20 - 32,2,1991.0,09:11,Away,20
141,20 - 32,2,1991.0,09:11,Home,32
142,20 - 32,2,1991.0,09:11,Home,32
142,20 - 32,2,1991.0,09:11,Away,20
143,22 - 32,2,1982.0,09:02,Home,32
143,22 - 32,2,1982.0,09:02,Away,22
144,22 - 32,2,1967.0,08:47,Home,32
144,22 - 32,2,1967.0,08:47,Away,22
145,22 - 32,2,1964.0,08:44,Away,22
145,22 - 32,2,1964.0,08:44,Home,32
146,24 - 32,2,1957.0,08:37,Home,32
146,24 - 32,2,1957.0,08:37,Away,24
147,24 - 32,2,1956.0,08:36,Home,32
147,24 - 32,2,1956.0,08:36,Away,24
148,24 - 32,2,1956.0,08:36,Away,24
148,24 - 32,2,1956.0,08:36,Home,32
149,24 - 32,2,1943.0,08:23,Away,24
149,24 - 32,2,1943.0,08:23,Home,32
150,24 - 32,2,1941.0,08:21,Home,32
150,24 - 32,2,1941.0,08:21,Away,24
151,24 - 32,2,1919.0,07:59,Away,24
151,24 - 32,2,1919.0,07:59,Home,32
152,24 - 32,2,1916.0,07:56,Home,32
152,24 - 32,2,1916.0,07:56,Away,24
153,24 - 32,2,1907.0,07:47,Home,32
153,24 - 32,2,1907.0,07:47,Away,24
154,24 - 32,2,1905.0,07:45,Home,32
154,24 - 32,2,1905.0,07:45,Away,24
155,26 - 32,2,1893.0,07:33,Away,26
155,26 - 32,2,1893.0,07:33,Home,32
156,26 - 32,2,1880.0,07:20,Away,26
156,26 - 32,2,1880.0,07:20,Home,32
157,26 - 32,2,1877.0,07:17,Away,26
157,26 - 32,2,1877.0,07:17,Home,32
158,26 - 32,2,1862.0,07:02,Away,26
158,26 - 32,2,1862.0,07:02,Home,32
159,26 - 32,2,1860.0,07:00,Away,26
159,26 - 32,2,1860.0,07:00,Home,32
160,26 - 32,2,1852.0,06:52,Away,26
160,26 - 32,2,1852.0,06:52,Home,32
161,26 - 32,2,1849.0,06:49,Away,26
161,26 - 32,2,1849.0,06:49,Home,32
162,26 - 32,2,1843.0,06:43,Away,26
162,26 - 32,2,1843.0,06:43,Home,32
163,26 - 32,2,1843.0,06:43,Away,26
163,26 - 32,2,1843.0,06:43,Home,32
164,26 - 32,2,1843.0,06:43,Home,32
164,26 - 32,2,1843.0,06:43,Away,26
165,26 - 32,2,1843.0,06:43,Home,32
165,26 - 32,2,1843.0,06:43,Away,26
166,26 - 32,2,1840.0,06:40,Home,32
166,26 - 32,2,1840.0,06:40,Away,26
167,26 - 32,2,1833.0,06:33,Home,32
167,26 - 32,2,1833.0,06:33,Away,26
168,26 - 32,2,1819.0,06:19,Home,32
168,26 - 32,2,1819.0,06:19,Away,26
169,26 - 32,2,1808.0,06:08,Home,32
169,26 - 32,2,1808.0,06:08,Away,26
170,26 - 32,2,1805.0,06:05,Home,32
170,26 - 32,2,1805.0,06:05,Away,26
171,26 - 32,2,1791.0,05:51,Away,26
171,26 - 32,2,1791.0,05:51,Home,32
172,26 - 32,2,1789.0,05:49,Away,26
172,26 - 32,2,1789.0,05:49,Home,32
173,26 - 34,2,1781.0,05:41,Away,26
173,26 - 34,2,1781.0,05:41,Home,34
174,26 - 34,2,1761.0,05:21,Away,26
174,26 - 34,2,1761.0,05:21,Home,34
175,26 - 34,2,1759.0,05:19,Home,34
175,26 - 34,2,1759.0,05:19,Away,26
176,26 - 34,2,1752.0,05:12,Home,34
176,26 - 34,2,1752.0,05:12,Away,26
177,26 - 34,2,1750.0,05:10,Away,26
177,26 - 34,2,1750.0,05:10,Home,34
178,26 - 34,2,1747.0,05:07,Away,26
178,26 - 34,2,1747.0,05:07,Home,34
179,26 - 34,2,1746.0,05:06,Home,34
179,26 - 34,2,1746.0,05:06,Away,26
180,26 - 34,2,1734.0,04:54,Away,26
180,26 - 34,2,1734.0,04:54,Home,34
181,26 - 36,2,1729.0,04:49,Away,26
181,26 - 36,2,1729.0,04:49,Home,36
182,26 - 36,2,1729.0,04:49,Home,36
182,26 - 36,2,1729.0,04:49,Away,26
183,26 - 37,2,1729.0,04:49,Home,37
183,26 - 37,2,1729.0,04:49,Away,26
184,29 - 37,2,1714.0,04:34,Home,37
184,29 - 37,2,1714.0,04:34,Away,29
185,29 - 39,2,1692.0,04:12,Away,29
185,29 - 39,2,1692.0,04:12,Home,39
186,32 - 39,2,1671.0,03:51,Away,32
186,32 - 39,2,1671.0,03:51,Home,39
187,32 - 39,2,1656.0,03:36,Home,39
187,32 - 39,2,1656.0,03:36,Away,32
188,32 - 39,2,1656.0,03:36,Away,32
188,32 - 39,2,1656.0,03:36,Home,39
189,32 - 41,2,1644.0,03:24,Home,41
189,32 - 41,2,1644.0,03:24,Away,32
190,32 - 41,2,1631.0,03:11,Away,32
190,32 - 41,2,1631.0,03:11,Home,41
191,32 - 41,2,1631.0,03:11,Away,32
191,32 - 41,2,1631.0,03:11,Home,41
192,32 - 41,2,1631.0,03:11,Away,32
192,32 - 41,2,1631.0,03:11,Home,41
193,32 - 41,2,1631.0,03:11,Away,32
193,32 - 41,2,1631.0,03:11,Home,41
194,32 - 41,2,1630.0,03:10,Home,41
194,32 - 41,2,1630.0,03:10,Away,32
195,32 - 41,2,1619.0,02:59,Home,41
195,32 - 41,2,1619.0,02:59,Away,32
196,32 - 41,2,1617.0,02:57,Home,41
196,32 - 41,2,1617.0,02:57,Away,32
197,32 - 41,2,1614.0,02:54,Away,32
197,32 - 41,2,1614.0,02:54,Home,41
198,32 - 41,2,1613.0,02:53,Away,32
198,32 - 41,2,1613.0,02:53,Home,41
199,32 - 43,2,1610.0,02:50,Away,32
199,32 - 43,2,1610.0,02:50,Home,43
200,35 - 43,2,1594.0,02:34,Home,43
200,35 - 43,2,1594.0,02:34,Away,35
201,35 - 43,2,1578.0,02:18,Away,35
201,35 - 43,2,1578.0,02:18,Home,43
202,35 - 43,2,1578.0,02:18,Home,43
202,35 - 43,2,1578.0,02:18,Away,35
203,35 - 43,2,1578.0,02:18,Home,43
203,35 - 43,2,1578.0,02:18,Away,35
204,35 - 44,2,1578.0,02:18,Home,44
204,35 - 44,2,1578.0,02:18,Away,35
205,35 - 45,2,1578.0,02:18,Home,45
205,35 - 45,2,1578.0,02:18,Away,35
206,35 - 45,2,1558.0,01:58,Away,35
206,35 - 45,2,1558.0,01:58,Home,45
207,35 - 45,2,1556.0,01:56,Home,45
207,35 - 45,2,1556.0,01:56,Away,35
208,35 - 45,2,1556.0,01:56,Home,45
208,35 - 45,2,1556.0,01:56,Away,35
209,35 - 45,2,1556.0,01:56,Home,45
209,35 - 45,2,1556.0,01:56,Away,35
210,35 - 45,2,1556.0,01:56,Home,45
210,35 - 45,2,1556.0,01:56,Away,35
211,36 - 45,2,1556.0,01:56,Away,36
211,36 - 45,2,1556.0,01:56,Home,45
212,36 - 47,2,1546.0,01:46,Away,36
212,36 - 47,2,1546.0,01:46,Home,47
213,38 - 47,2,1533.0,01:33,Away,38
213,38 - 47,2,1533.0,01:33,Home,47
214,38 - 47,2,1519.0,01:19,Home,47
214,38 - 47,2,1519.0,01:19,Away,38
215,38 - 47,2,1517.0,01:17,Away,38
215,38 - 47,2,1517.0,01:17,Home,47
216,38 - 47,2,1499.6999999999998,59.7,Away,38
216,38 - 47,2,1499.6999999999998,59.7,Home,47
217,38 - 47,2,1499.6999999999998,59.7,Away,38
217,38 - 47,2,1499.6999999999998,59.7,Home,47
218,38 - 49,2,1493.5,53.5,Away,38
218,38 - 49,2,1493.5,53.5,Home,49
219,38 - 49,2,1477.1,37.1,Away,38
219,38 - 49,2,1477.1,37.1,Home,49
220,38 - 49,2,1477.1,37.1,Home,49
220,38 - 49,2,1477.1,37.1,Away,38
221,38 - 49,2,1477.1,37.1,Home,49
221,38 - 49,2,1477.1,37.1,Away,38
222,39 - 49,2,1477.1,37.1,Away,39
222,39 - 49,2,1477.1,37.1,Home,49
223,39 - 51,2,1470.1,30.1,Home,51
223,39 - 51,2,1470.1,30.1,Away,39
224,39 - 51,2,1452.1999999999998,12.2,Away,39
224,39 - 51,2,1452.1999999999998,12.2,Home,51
225,39 - 51,2,1452.1999999999998,12.2,Away,39
225,39 - 51,2,1452.1999999999998,12.2,Home,51
226,39 - 51,2,1442.6,2.6,Away,39
226,39 - 51,2,1442.6,2.6,Home,51
227,39 - 51,2,1440.3000000000002,0.3,Home,51
227,39 - 51,2,1440.3000000000002,0.3,Away,39
228,39 - 51,3,2142.0,11:42,Home,51
228,39 - 51,3,2142.0,11:42,Away,39
229,40 - 51,3,1422.0,11:42,Home,51
229,40 - 51,3,1422.0,11:42,Away,40
230,41 - 51,3,1422.0,11:42,Home,51
230,41 - 51,3,1422.0,11:42,Away,41
231,41 - 51,3,1415.0,11:35,Home,51
231,41 - 51,3,1415.0,11:35,Away,41
232,41 - 51,3,1415.0,11:35,Away,41
232,41 - 51,3,1415.0,11:35,Home,51
233,41 - 51,3,1413.0,11:33,Away,41
233,41 - 51,3,1413.0,11:33,Home,51
234,42 - 51,3,1413.0,11:33,Away,42
234,42 - 51,3,1413.0,11:33,Home,51
235,43 - 51,3,1413.0,11:33,Away,43
235,43 - 51,3,1413.0,11:33,Home,51
236,43 - 51,3,1389.0,11:09,Away,43
236,43 - 51,3,1389.0,11:09,Home,51
237,46 - 51,3,1376.0,10:56,Home,51
237,46 - 51,3,1376.0,10:56,Away,46
238,46 - 51,3,1363.0,10:43,Away,46
238,46 - 51,3,1363.0,10:43,Home,51
239,46 - 51,3,1353.0,10:33,Away,46
239,46 - 51,3,1353.0,10:33,Home,51
240,46 - 51,3,1350.0,10:30,Away,46
240,46 - 51,3,1350.0,10:30,Home,51
241,49 - 51,3,1337.0,10:17,Away,49
241,49 - 51,3,1337.0,10:17,Home,51
242,49 - 51,3,1335.0,10:15,Away,49
242,49 - 51,3,1335.0,10:15,Home,51
243,49 - 51,3,1325.0,10:05,Away,49
243,49 - 51,3,1325.0,10:05,Home,51
244,49 - 51,3,1325.0,10:05,Away,49
244,49 - 51,3,1325.0,10:05,Home,51
245,49 - 51,3,1307.0,09:47,Home,51
245,49 - 51,3,1307.0,09:47,Away,49
246,49 - 51,3,1304.0,09:44,Home,51
246,49 - 51,3,1304.0,09:44,Away,49
247,49 - 51,3,1300.0,09:40,Away,49
247,49 - 51,3,1300.0,09:40,Home,51
248,49 - 51,3,1298.0,09:38,Away,49
248,49 - 51,3,1298.0,09:38,Home,51
249,49 - 51,3,1292.0,09:32,Home,51
249,49 - 51,3,1292.0,09:32,Away,49
250,49 - 51,3,1287.0,09:27,Home,51
250,49 - 51,3,1287.0,09:27,Away,49
251,49 - 51,3,1285.0,09:25,Home,51
251,49 - 51,3,1285.0,09:25,Away,49
252,49 - 51,3,1270.0,09:10,Away,49
252,49 - 51,3,1270.0,09:10,Home,51
253,49 - 51,3,1268.0,09:08,Away,49
253,49 - 51,3,1268.0,09:08,Home,51
254,49 - 51,3,1246.0,08:46,Away,49
254,49 - 51,3,1246.0,08:46,Home,51
255,49 - 51,3,1246.0,08:46,Home,51
255,49 - 51,3,1246.0,08:46,Away,49
256,49 - 53,3,1238.0,08:38,Away,49
256,49 - 53,3,1238.0,08:38,Home,53
257,49 - 53,3,1214.0,08:14,Home,53
257,49 - 53,3,1214.0,08:14,Away,49
258,49 - 53,3,1211.0,08:11,Home,53
258,49 - 53,3,1211.0,08:11,Away,49
259,49 - 53,3,1208.0,08:08,Home,53
259,49 - 53,3,1208.0,08:08,Away,49
260,49 - 53,3,1206.0,08:06,Away,49
260,49 - 53,3,1206.0,08:06,Home,53
261,52 - 53,3,1192.0,07:52,Home,53
261,52 - 53,3,1192.0,07:52,Away,52
262,52 - 53,3,1172.0,07:32,Home,53
262,52 - 53,3,1172.0,07:32,Away,52
263,52 - 53,3,1172.0,07:32,Away,52
263,52 - 53,3,1172.0,07:32,Home,53
264,52 - 53,3,1164.0,07:24,Away,52
264,52 - 53,3,1164.0,07:24,Home,53
265,52 - 53,3,1162.0,07:22,Away,52
265,52 - 53,3,1162.0,07:22,Home,53
266,52 - 53,3,1158.0,07:18,Home,53
266,52 - 53,3,1158.0,07:18,Away,52
267,52 - 53,3,1158.0,07:18,Away,52
267,52 - 53,3,1158.0,07:18,Home,53
268,52 - 53,3,1155.0,07:15,Home,53
268,52 - 53,3,1155.0,07:15,Away,52
269,52 - 54,3,1155.0,07:15,Home,54
269,52 - 54,3,1155.0,07:15,Away,52
270,52 - 55,3,1155.0,07:15,Home,55
270,52 - 55,3,1155.0,07:15,Away,52
271,52 - 55,3,1150.0,07:10,Away,52
271,52 - 55,3,1150.0,07:10,Home,55
272,55 - 55,3,1135.0,06:55,Home,55
272,55 - 55,3,1135.0,06:55,Away,55
273,55 - 55,3,1119.0,06:39,Away,55
273,55 - 55,3,1119.0,06:39,Home,55
274,55 - 55,3,1116.0,06:36,Away,55
274,55 - 55,3,1116.0,06:36,Home,55
275,58 - 55,3,1108.0,06:28,Home,55
275,58 - 55,3,1108.0,06:28,Away,58
276,58 - 55,3,1107.0,06:27,Away,58
276,58 - 55,3,1107.0,06:27,Home,55
277,58 - 55,3,1107.0,06:27,Away,58
277,58 - 55,3,1107.0,06:27,Home,55
278,58 - 57,3,1086.0,06:06,Away,58
278,58 - 57,3,1086.0,06:06,Home,57
279,58 - 57,3,1069.0,05:49,Home,57
279,58 - 57,3,1069.0,05:49,Away,58
280,58 - 57,3,1066.0,05:46,Home,57
280,58 - 57,3,1066.0,05:46,Away,58
281,61 - 57,3,1063.0,05:43,Away,61
281,61 - 57,3,1063.0,05:43,Home,57
282,61 - 57,3,1050.0,05:30,Away,61
282,61 - 57,3,1050.0,05:30,Home,57
283,61 - 57,3,1047.0,05:27,Away,61
283,61 - 57,3,1047.0,05:27,Home,57
284,61 - 59,3,1045.0,05:25,Away,61
284,61 - 59,3,1045.0,05:25,Home,59
285,61 - 59,3,1034.0,05:14,Home,59
285,61 - 59,3,1034.0,05:14,Away,61
286,61 - 59,3,1032.0,05:12,Away,61
286,61 - 59,3,1032.0,05:12,Home,59
287,63 - 59,3,1030.0,05:10,Home,59
287,63 - 59,3,1030.0,05:10,Away,63
288,63 - 61,3,1018.0,04:58,Home,61
288,63 - 61,3,1018.0,04:58,Away,63
289,63 - 61,3,1015.0,04:55,Home,61
