,SCORE,Quarter,Time,Clock,Team,Score
55,9 - 18,1,2504.0,05:44,Away,9
56,9 - 18,1,2504.0,05:44,Home,18
56,9 - 18,1,2504.0,05:44,Away,9
57,9 - 18,1,2504.0,05:44,Home,18
57,9 - 18,1,2504.0,05:44,Away,9
58,9 - 18,1,2504.0,05:44,Home,18
58,9 - 18,1,2504.0,05:44,Away,9
59,9 - 18,1,2502.0,05:42,Home,18
59,9 - 18,1,2502.0,05:42,Away,9
60,9 - 18,1,2486.0,05:26,Home,18
60,9 - 18,1,2486.0,05:26,Away,9
61,9 - 18,1,2484.0,05:24,Home,18
61,9 - 18,1,2484.0,05:24,Away,9
62,9 - 20,1,2476.0,05:16,Away,9
62,9 - 20,1,2476.0,05:16,Home,20
63,9 - 20,1,2461.0,05:01,Away,9
63,9 - 20,1,2461.0,05:01,Home,20
64,9 - 20,1,2461.0,05:01,Home,20
64,9 - 20,1,2461.0,05:01,Away,9
65,9 - 20,1,2458.0,04:58,Away,9
65,9 - 20,1,2458.0,04:58,Home,20
66,9 - 20,1,2458.0,04:58,Away,9
66,9 - 20,1,2458.0,04:58,Home,20
67,9 - 20,1,2457.0,04:57,Home,20
67,9 - 20,1,2457.0,04:57,Away,9
68,9 - 22,1,2452.0,04:52,Away,9
68,9 - 22,1,2452.0,04:52,Home,22
69,9 - 22,1,2444.0,04:44,Away,9
69,9 - 22,1,2444.0,04:44,Home,22
70,9 - 22,1,2444.0,04:44,Home,22
70,9 - 22,1,2444.0,04:44,Away,9
71,9 - 22,1,2442.0,04:42,Home,22
71,9 - 22,1,2442.0,04:42,Away,9
72,9 - 22,1,2430.0,04:30,Away,9
72,9 - 22,1,2430.0,04:30,Home,22
73,9 - 22,1,2430.0,04:30,Home,22
73,9 - 22,1,2430.0,04:30,Away,9
74,9 - 22,1,2429.0,04:29,Away,9
74,9 - 22,1,2429.0,04:29,Home,22
75,9 - 24,1,2426.0,04:26,Home,24
75,9 - 24,1,2426.0,04:26,Away,9
76,11 - 24,1,2411.0,04:11,Home,24
76,11 - 24,1,2411.0,04:11,Away,11
77,11 - 26,1,2389.0,03:49,Home,26
77,11 - 26,1,2389.0,03:49,Away,11
78,11 - 26,1,2388.0,03:48,Away,11
78,11 - 26,1,2388.0,03:48,Home,26
79,11 - 26,1,2388.0,03:48,Home,26
79,11 - 26,1,2388.0,03:48,Away,11
80,11 - 26,1,2388.0,03:48,Away,11
80,11 - 26,1,2388.0,03:48,Home,26
81,13 - 26,1,2371.0,03:31,Home,26
81,13 - 26,1,2371.0,03:31,Away,13
82,13 - 26,1,2353.0,03:13,Away,13
82,13 - 26,1,2353.0,03:13,Home,26
83,13 - 26,1,2351.0,03:11,Away,13
83,13 - 26,1,2351.0,03:11,Home,26
84,13 - 26,1,2345.0,03:05,Away,13
84,13 - 26,1,2345.0,03:05,Home,26
85,13 - 26,1,2343.0,03:03,Away,13
85,13 - 26,1,2343.0,03:03,Home,26
86,13 - 26,1,2335.0,02:55,Away,13
86,13 - 26,1,2335.0,02:55,Home,26
87,13 - 27,1,2335.0,02:55,Away,13
87,13 - 27,1,2335.0,02:55,Home,27
88,13 - 27,1,2335.0,02:55,Away,13
88,13 - 27,1,2335.0,02:55,Home,27
89,13 - 28,1,2335.0,02:55,Home,28
89,13 - 28,1,2335.0,02:55,Away,13
90,15 - 28,1,2327.0,02:47,Away,15
90,15 - 28,1,2327.0,02:47,Home,28
91,15 - 30,1,2316.0,02:36,Away,15
91,15 - 30,1,2316.0,02:36,Home,30
92,15 - 30,1,2298.0,02:18,Home,30
92,15 - 30,1,2298.0,02:18,Away,15
93,15 - 30,1,2297.0,02:17,Home,30
93,15 - 30,1,2297.0,02:17,Away,15
94,15 - 30,1,2296.0,02:16,Home,30
94,15 - 30,1,2296.0,02:16,Away,15
95,15 - 30,1,2296.0,02:16,Home,30
95,15 - 30,1,2296.0,02:16,Away,15
96,15 - 30,1,2280.0,02:00,Away,15
96,15 - 30,1,2280.0,02:00,Home,30
97,15 - 30,1,2280.0,02:00,Away,15
97,15 - 30,1,2280.0,02:00,Home,30
98,15 - 30,1,2278.0,01:58,Home,30
98,15 - 30,1,2278.0,01:58,Away,15
99,16 - 30,1,2278.0,01:58,Away,16
99,16 - 30,1,2278.0,01:58,Home,30
100,16 - 30,1,2278.0,01:58,Away,16
100,16 - 30,1,2278.0,01:58,Home,30
101,17 - 30,1,2278.0,01:58,Away,17
101,17 - 30,1,2278.0,01:58,Home,30
102,17 - 30,1,2266.0,01:46,Away,17
102,17 - 30,1,2266.0,01:46,Home,30
103,17 - 30,1,2262.0,01:42,Away,17
103,17 - 30,1,2262.0,01:42,Home,30
104,17 - 30,1,2252.0,01:32,Home,30
104,17 - 30,1,2252.0,01:32,Away,17
105,17 - 30,1,2252.0,01:32,Home,30
105,17 - 30,1,2252.0,01:32,Away,17
106,17 - 30,1,2247.0,01:27,Home,30
106,17 - 30,1,2247.0,01:27,Away,17
107,20 - 30,1,2246.0,01:26,Home,30
107,20 - 30,1,2246.0,01:26,Away,20
108,20 - 33,1,2223.0,01:03,Home,33
108,20 - 33,1,2223.0,01:03,Away,20
109,20 - 33,1,2209.9,49.9,Home,33
109,20 - 33,1,2209.9,49.9,Away,20
110,20 - 33,1,2209.9,49.9,Home,33
110,20 - 33,1,2209.9,49.9,Away,20
111,20 - 33,1,2207.0,47.0,Home,33
111,20 - 33,1,2207.0,47.0,Away,20
112,20 - 33,1,2195.5,35.5,Home,33
112,20 - 33,1,2195.5,35.5,Away,20
113,20 - 33,1,2193.3,33.3,Home,33
113,20 - 33,1,2193.3,33.3,Away,20
114,20 - 33,1,2189.3,29.3,Home,33
114,20 - 33,1,2189.3,29.3,Away,20
115,20 - 33,1,2186.1,26.1,Home,33
115,20 - 33,1,2186.1,26.1,Away,20
116,20 - 33,1,2166.3,6.3,Home,33
116,20 - 33,1,2166.3,6.3,Away,20
117,21 - 33,1,2166.3,6.3,Home,33
117,21 - 33,1,2166.3,6.3,Away,21
118,21 - 33,1,2166.3,6.3,Home,33
118,21 - 33,1,2166.3,6.3,Away,21
119,21 - 33,1,2166.3,6.3,Away,21
119,21 - 33,1,2166.3,6.3,Home,33
120,21 - 33,1,2166.3,6.3,Home,33
120,21 - 33,1,2166.3,6.3,Away,21
121,22 - 33,1,2166.3,6.3,Home,33
121,22 - 33,1,2166.3,6.3,Away,22
122,22 - 33,1,2160.0,0.0,Home,33
122,22 - 33,1,2160.0,0.0,Away,22
123,22 - 33,1,2160.0,0.0,Home,33
123,22 - 33,1,2160.0,0.0,Away,22
124,22 - 35,2,2857.0,11:37,Home,35
124,22 - 35,2,2857.0,11:37,Away,22
125,22 - 35,2,2120.0,11:20,Home,35
125,22 - 35,2,2120.0,11:20,Away,22
126,22 - 35,2,2120.0,11:20,Home,35
126,22 - 35,2,2120.0,11:20,Away,22
127,22 - 35,2,2119.0,11:19,Away,22
127,22 - 35,2,2119.0,11:19,Home,35
128,22 - 35,2,2107.0,11:07,Away,22
128,22 - 35,2,2107.0,11:07,Home,35
129,22 - 35,2,2101.0,11:01,Away,22
129,22 - 35,2,2101.0,11:01,Home,35
130,22 - 35,2,2100.0,11:00,Away,22
130,22 - 35,2,2100.0,11:00,Home,35
131,22 - 37,2,2092.0,10:52,Away,22
131,22 - 37,2,2092.0,10:52,Home,37
132,25 - 37,2,2064.0,10:24,Away,25
132,25 - 37,2,2064.0,10:24,Home,37
133,25 - 39,2,2048.0,10:08,Away,25
133,25 - 39,2,2048.0,10:08,Home,39
134,25 - 39,2,2033.0,09:53,Away,25
134,25 - 39,2,2033.0,09:53,Home,39
135,25 - 39,2,2031.0,09:51,Away,25
135,25 - 39,2,2031.0,09:51,Home,39
136,25 - 39,2,2028.0,09:48,Away,25
136,25 - 39,2,2028.0,09:48,Home,39
137,25 - 39,2,2028.0,09:48,Away,25
137,25 - 39,2,2028.0,09:48,Home,39
138,27 - 39,2,2020.0,09:40,Away,27
138,27 - 39,2,2020.0,09:40,Home,39
139,27 - 42,2,2006.0,09:26,Home,42
139,27 - 42,2,2006.0,09:26,Away,27
140,27 - 42,2,1989.0,09:09,Home,42
140,27 - 42,2,1989.0,09:09,Away,27
141,28 - 42,2,1989.0,09:09,Away,28
141,28 - 42,2,1989.0,09:09,Home,42
142,29 - 42,2,1989.0,09:09,Home,42
142,29 - 42,2,1989.0,09:09,Away,29
143,29 - 44,2,1969.0,08:49,Away,29
143,29 - 44,2,1969.0,08:49,Home,44
144,29 - 44,2,1968.0,08:48,Home,44
144,29 - 44,2,1968.0,08:48,Away,29
145,29 - 44,2,1953.0,08:33,Home,44
145,29 - 44,2,1953.0,08:33,Away,29
146,30 - 44,2,1953.0,08:33,Away,30
146,30 - 44,2,1953.0,08:33,Home,44
147,30 - 44,2,1953.0,08:33,Away,30
147,30 - 44,2,1953.0,08:33,Home,44
148,30 - 44,2,1953.0,08:33,Away,30
148,30 - 44,2,1953.0,08:33,Home,44
149,30 - 44,2,1953.0,08:33,Away,30
149,30 - 44,2,1953.0,08:33,Home,44
150,31 - 44,2,1953.0,08:33,Away,31
150,31 - 44,2,1953.0,08:33,Home,44
151,31 - 44,2,1936.0,08:16,Away,31
151,31 - 44,2,1936.0,08:16,Home,44
152,31 - 44,2,1934.0,08:14,Home,44
152,31 - 44,2,1934.0,08:14,Away,31
153,31 - 46,2,1932.0,08:12,Home,46
153,31 - 46,2,1932.0,08:12,Away,31
154,31 - 46,2,1922.0,08:02,Away,31
154,31 - 46,2,1922.0,08:02,Home,46
155,31 - 46,2,1922.0,08:02,Away,31
155,31 - 46,2,1922.0,08:02,Home,46
156,31 - 46,2,1922.0,08:02,Away,31
156,31 - 46,2,1922.0,08:02,Home,46
157,31 - 46,2,1922.0,08:02,Away,31
157,31 - 46,2,1922.0,08:02,Home,46
158,31 - 46,2,1922.0,08:02,Away,31
158,31 - 46,2,1922.0,08:02,Home,46
159,32 - 46,2,1922.0,08:02,Away,32
159,32 - 46,2,1922.0,08:02,Home,46
160,32 - 46,2,1904.0,07:44,Away,32
160,32 - 46,2,1904.0,07:44,Home,46
161,32 - 46,2,1904.0,07:44,Away,32
161,32 - 46,2,1904.0,07:44,Home,46
162,34 - 46,2,1901.0,07:41,Home,46
162,34 - 46,2,1901.0,07:41,Away,34
163,34 - 49,2,1890.0,07:30,Home,49
163,34 - 49,2,1890.0,07:30,Away,34
164,34 - 49,2,1875.0,07:15,Home,49
164,34 - 49,2,1875.0,07:15,Away,34
165,34 - 49,2,1873.0,07:13,Home,49
165,34 - 49,2,1873.0,07:13,Away,34
166,34 - 49,2,1870.0,07:10,Home,49
166,34 - 49,2,1870.0,07:10,Away,34
167,34 - 49,2,1863.0,07:03,Home,49
167,34 - 49,2,1863.0,07:03,Away,34
168,34 - 49,2,1863.0,07:03,Home,49
168,34 - 49,2,1863.0,07:03,Away,34
169,34 - 51,2,1848.0,06:48,Home,51
169,34 - 51,2,1848.0,06:48,Away,34
170,36 - 51,2,1834.0,06:34,Away,36
170,36 - 51,2,1834.0,06:34,Home,51
171,36 - 54,2,1827.0,06:27,Away,36
171,36 - 54,2,1827.0,06:27,Home,54
172,39 - 54,2,1814.0,06:14,Away,39
172,39 - 54,2,1814.0,06:14,Home,54
173,39 - 56,2,1796.0,05:56,Home,56
173,39 - 56,2,1796.0,05:56,Away,39
174,39 - 56,2,1777.0,05:37,Home,56
174,39 - 56,2,1777.0,05:37,Away,39
175,39 - 56,2,1777.0,05:37,Away,39
175,39 - 56,2,1777.0,05:37,Home,56
176,39 - 56,2,1774.0,05:34,Away,39
176,39 - 56,2,1774.0,05:34,Home,56
177,39 - 56,2,1772.0,05:32,Home,56
177,39 - 56,2,1772.0,05:32,Away,39
178,39 - 56,2,1771.0,05:31,Away,39
178,39 - 56,2,1771.0,05:31,Home,56
179,39 - 56,2,1771.0,05:31,Away,39
179,39 - 56,2,1771.0,05:31,Home,56
180,39 - 56,2,1771.0,05:31,Home,56
180,39 - 56,2,1771.0,05:31,Away,39
181,39 - 56,2,1771.0,05:31,Home,56
181,39 - 56,2,1771.0,05:31,Away,39
182,39 - 56,2,1771.0,05:31,Home,56
182,39 - 56,2,1771.0,05:31,Away,39
183,39 - 56,2,1771.0,05:31,Away,39
183,39 - 56,2,1771.0,05:31,Home,56
184,39 - 56,2,1771.0,05:31,Away,39
184,39 - 56,2,1771.0,05:31,Home,56
185,39 - 56,2,1771.0,05:31,Home,56
185,39 - 56,2,1771.0,05:31,Away,39
186,42 - 56,2,1748.0,05:08,Away,42
186,42 - 56,2,1748.0,05:08,Home,56
187,42 - 56,2,1731.0,04:51,Home,56
187,42 - 56,2,1731.0,04:51,Away,42
188,42 - 56,2,1730.0,04:50,Away,42
188,42 - 56,2,1730.0,04:50,Home,56
189,44 - 56,2,1724.0,04:44,Away,44
189,44 - 56,2,1724.0,04:44,Home,56
190,44 - 56,2,1712.0,04:32,Away,44
190,44 - 56,2,1712.0,04:32,Home,56
191,44 - 56,2,1712.0,04:32,Away,44
191,44 - 56,2,1712.0,04:32,Home,56
192,47 - 56,2,1708.0,04:28,Home,56
192,47 - 56,2,1708.0,04:28,Away,47
193,47 - 56,2,1707.0,04:27,Home,56
193,47 - 56,2,1707.0,04:27,Away,47
194,47 - 56,2,1695.0,04:15,Home,56
194,47 - 56,2,1695.0,04:15,Away,47
195,47 - 56,2,1682.0,04:02,Away,47
195,47 - 56,2,1682.0,04:02,Home,56
196,47 - 56,2,1681.0,04:01,Away,47
196,47 - 56,2,1681.0,04:01,Home,56
197,47 - 56,2,1671.0,03:51,Away,47
197,47 - 56,2,1671.0,03:51,Home,56
198,47 - 56,2,1669.0,03:49,Home,56
198,47 - 56,2,1669.0,03:49,Away,47
199,47 - 56,2,1668.0,03:48,Away,47
199,47 - 56,2,1668.0,03:48,Home,56
200,47 - 56,2,1668.0,03:48,Home,56
200,47 - 56,2,1668.0,03:48,Away,47
201,47 - 56,2,1667.0,03:47,Home,56
201,47 - 56,2,1667.0,03:47,Away,47
202,49 - 56,2,1652.0,03:32,Home,56
202,49 - 56,2,1652.0,03:32,Away,49
203,49 - 58,2,1643.0,03:23,Home,58
203,49 - 58,2,1643.0,03:23,Away,49
204,49 - 58,2,1643.0,03:23,Away,49
204,49 - 58,2,1643.0,03:23,Home,58
205,49 - 58,2,1643.0,03:23,Home,58
205,49 - 58,2,1643.0,03:23,Away,49
206,49 - 59,2,1643.0,03:23,Home,59
206,49 - 59,2,1643.0,03:23,Away,49
207,49 - 59,2,1621.0,03:01,Home,59
207,49 - 59,2,1621.0,03:01,Away,49
208,49 - 59,2,1620.0,03:00,Home,59
208,49 - 59,2,1620.0,03:00,Away,49
209,49 - 59,2,1619.0,02:59,Away,49
209,49 - 59,2,1619.0,02:59,Home,59
210,49 - 59,2,1597.0,02:37,Away,49
210,49 - 59,2,1597.0,02:37,Home,59
211,49 - 59,2,1596.0,02:36,Away,49
211,49 - 59,2,1596.0,02:36,Home,59
212,49 - 59,2,1590.0,02:30,Home,59
212,49 - 59,2,1590.0,02:30,Away,49
213,49 - 59,2,1590.0,02:30,Away,49
213,49 - 59,2,1590.0,02:30,Home,59
214,49 - 61,2,1588.0,02:28,Away,49
214,49 - 61,2,1588.0,02:28,Home,61
215,49 - 61,2,1588.0,02:28,Away,49
215,49 - 61,2,1588.0,02:28,Home,61
216,49 - 61,2,1588.0,02:28,Away,49
216,49 - 61,2,1588.0,02:28,Home,61
217,51 - 61,2,1573.0,02:13,Away,51
217,51 - 61,2,1573.0,02:13,Home,61
218,51 - 64,2,1548.0,01:48,Home,64
218,51 - 64,2,1548.0,01:48,Away,51
219,51 - 64,2,1535.0,01:35,Home,64
219,51 - 64,2,1535.0,01:35,Away,51
220,51 - 64,2,1533.0,01:33,Away,51
220,51 - 64,2,1533.0,01:33,Home,64
221,51 - 64,2,1519.0,01:19,Home,64
221,51 - 64,2,1519.0,01:19,Away,51
222,51 - 64,2,1517.0,01:17,Away,51
222,51 - 64,2,1517.0,01:17,Home,64
223,54 - 64,2,1513.0,01:13,Away,54
223,54 - 64,2,1513.0,01:13,Home,64
224,54 - 66,2,1494.9,54.9,Away,54
224,54 - 66,2,1494.9,54.9,Home,66
225,56 - 66,2,1487.5,47.5,Home,66
225,56 - 66,2,1487.5,47.5,Away,56
226,56 - 68,2,1471.6,31.6,Away,56
226,56 - 68,2,1471.6,31.6,Home,68
227,56 - 68,2,1457.9,17.9,Home,68
227,56 - 68,2,1457.9,17.9,Away,56
228,56 - 68,2,1455.1,15.1,Home,68
228,56 - 68,2,1455.1,15.1,Away,56
229,56 - 68,2,1455.1,15.1,Home,68
229,56 - 68,2,1455.1,15.1,Away,56
230,56 - 68,2,1455.1,15.1,Home,68
230,56 - 68,2,1455.1,15.1,Away,56
231,56 - 68,2,1441.3000000000002,1.3,Home,68
231,56 - 68,2,1441.3000000000002,1.3,Away,56
232,56 - 68,2,1440.6,0.6,Away,56
232,56 - 68,2,1440.6,0.6,Home,68
233,56 - 70,3,2143.0,11:43,Away,56
233,56 - 70,3,2143.0,11:43,Home,70
234,56 - 70,3,1397.0,11:17,Away,56
234,56 - 70,3,1397.0,11:17,Home,70
235,56 - 70,3,1395.0,11:15,Away,56
235,56 - 70,3,1395.0,11:15,Home,70
236,56 - 70,3,1379.0,10:59,Away,56
236,56 - 70,3,1379.0,10:59,Home,70
237,56 - 70,3,1378.0,10:58,Home,70
237,56 - 70,3,1378.0,10:58,Away,56
238,58 - 70,3,1373.0,10:53,Away,58
238,58 - 70,3,1373.0,10:53,Home,70
239,58 - 70,3,1358.0,10:38,Home,70
239,58 - 70,3,1358.0,10:38,Away,58
240,58 - 70,3,1356.0,10:36,Away,58
240,58 - 70,3,1356.0,10:36,Home,70
241,58 - 70,3,1352.0,10:32,Away,58
241,58 - 70,3,1352.0,10:32,Home,70
242,58 - 70,3,1352.0,10:32,Away,58
242,58 - 70,3,1352.0,10:32,Home,70
243,58 - 70,3,1352.0,10:32,Away,58
243,58 - 70,3,1352.0,10:32,Home,70
244,58 - 72,3,1345.0,10:25,Away,58
244,58 - 72,3,1345.0,10:25,Home,72
245,61 - 72,3,1331.0,10:11,Home,72
245,61 - 72,3,1331.0,10:11,Away,61
246,61 - 72,3,1310.0,09:50,Home,72
246,61 - 72,3,1310.0,09:50,Away,61
247,61 - 72,3,1309.0,09:49,Home,72
247,61 - 72,3,1309.0,09:49,Away,61
248,61 - 72,3,1309.0,09:49,Home,72
248,61 - 72,3,1309.0,09:49,Away,61
249,64 - 72,3,1300.0,09:40,Away,64
249,64 - 72,3,1300.0,09:40,Home,72
250,64 - 72,3,1286.0,09:26,Away,64
250,64 - 72,3,1286.0,09:26,Home,72
251,64 - 72,3,1286.0,09:26,Away,64
251,64 - 72,3,1286.0,09:26,Home,72
252,64 - 72,3,1280.0,09:20,Home,72
252,64 - 72,3,1280.0,09:20,Away,64
253,64 - 72,3,1278.0,09:18,Away,64
253,64 - 72,3,1278.0,09:18,Home,72
254,64 - 72,3,1271.0,09:11,Away,64
254,64 - 72,3,1271.0,09:11,Home,72
255,64 - 73,3,1271.0,09:11,Home,73
255,64 - 73,3,1271.0,09:11,Away,64
256,64 - 74,3,1271.0,09:11,Away,64
256,64 - 74,3,1271.0,09:11,Home,74
257,64 - 74,3,1271.0,09:11,Home,74
257,64 - 74,3,1271.0,09:11,Away,64
258,64 - 75,3,1271.0,09:11,Home,75
258,64 - 75,3,1271.0,09:11,Away,64
259,64 - 75,3,1263.0,09:03,Away,64
259,64 - 75,3,1263.0,09:03,Home,75
260,64 - 77,3,1261.0,09:01,Away,64
260,64 - 77,3,1261.0,09:01,Home,77
261,64 - 77,3,1261.0,09:01,Away,64
261,64 - 77,3,1261.0,09:01,Home,77
262,64 - 77,3,1261.0,09:01,Home,77
262,64 - 77,3,1261.0,09:01,Away,64
263,64 - 77,3,1244.0,08:44,Away,64
263,64 - 77,3,1244.0,08:44,Home,77
264,64 - 77,3,1242.0,08:42,Away,64
264,64 - 77,3,1242.0,08:42,Home,77
265,64 - 77,3,1225.0,08:25,Home,77
265,64 - 77,3,1225.0,08:25,Away,64
266,64 - 77,3,1225.0,08:25,Away,64
266,64 - 77,3,1225.0,08:25,Home,77
267,66 - 77,3,1209.0,08:09,Away,66
267,66 - 77,3,1209.0,08:09,Home,77
268,66 - 77,3,1195.0,07:55,Away,66
268,66 - 77,3,1195.0,07:55,Home,77
269,66 - 77,3,1195.0,07:55,Away,66
269,66 - 77,3,1195.0,07:55,Home,77
270,66 - 77,3,1194.0,07:54,Home,77
270,66 - 77,3,1194.0,07:54,Away,66
271,66 - 77,3,1190.0,07:50,Away,66
271,66 - 77,3,1190.0,07:50,Home,77
272,66 - 79,3,1176.0,07:36,Home,79
272,66 - 79,3,1176.0,07:36,Away,66
273,66 - 79,3,1155.0,07:15,Away,66
273,66 - 79,3,1155.0,07:15,Home,79
274,66 - 79,3,1153.0,07:13,Away,66
274,66 - 79,3,1153.0,07:13,Home,79
275,69 - 79,3,1151.0,07:11,Away,69
275,69 - 79,3,1151.0,07:11,Home,79
276,69 - 79,3,1127.0,06:47,Away,69
276,69 - 79,3,1127.0,06:47,Home,79
277,69 - 79,3,1122.0,06:42,Away,69
277,69 - 79,3,1122.0,06:42,Home,79
278,69 - 79,3,1120.0,06:40,Home,79
278,69 - 79,3,1120.0,06:40,Away,69
279,71 - 79,3,1113.0,06:33,Home,79
279,71 - 79,3,1113.0,06:33,Away,71
280,71 - 82,3,1094.0,06:14,Away,71
280,71 - 82,3,1094.0,06:14,Home,82
281,71 - 82,3,1082.0,06:02,Away,71
281,71 - 82,3,1082.0,06:02,Home,82
282,72 - 82,3,1082.0,06:02,Away,72
282,72 - 82,3,1082.0,06:02,Home,82
283,73 - 82,3,1082.0,06:02,Away,73
283,73 - 82,3,1082.0,06:02,Home,82
284,73 - 82,3,1062.0,05:42,Away,73
284,73 - 82,3,1062.0,05:42,Home,82
285,73 - 82,3,1061.0,05:41,Home,82
285,73 - 82,3,1061.0,05:41,Away,73
286,73 - 82,3,1051.0,05:31,Away,73
286,73 - 82,3,1051.0,05:31,Home,82
287,73 - 82,3,1051.0,05:31,Home,82
287,73 - 82,3,1051.0,05:31,Away,73
288,73 - 82,3,1034.0,05:14,Away,73
288,73 - 82,3,1034.0,05:14,Home,82
289,73 - 82,3,1032.0,05:12,Home,82
289,73 - 82,3,1032.0,05:12,Away,73
