,SCORE,Quarter,Time,Clock,Team,Score
55,16 - 23,1,2464.0,05:04,Away,16
56,16 - 23,1,2462.0,05:02,Home,23
56,16 - 23,1,2462.0,05:02,Away,16
57,18 - 23,1,2456.0,04:56,Home,23
57,18 - 23,1,2456.0,04:56,Away,18
58,18 - 23,1,2445.0,04:45,Home,23
58,18 - 23,1,2445.0,04:45,Away,18
59,18 - 23,1,2442.0,04:42,Home,23
59,18 - 23,1,2442.0,04:42,Away,18
60,18 - 23,1,2436.0,04:36,Home,23
60,18 - 23,1,2436.0,04:36,Away,18
61,18 - 23,1,2433.0,04:33,Away,18
61,18 - 23,1,2433.0,04:33,Home,23
62,18 - 23,1,2414.0,04:14,Away,18
62,18 - 23,1,2414.0,04:14,Home,23
63,20 - 23,1,2403.0,04:03,Away,20
63,20 - 23,1,2403.0,04:03,Home,23
64,20 - 23,1,2381.0,03:41,Home,23
64,20 - 23,1,2381.0,03:41,Away,20
65,20 - 23,1,2378.0,03:38,Away,20
65,20 - 23,1,2378.0,03:38,Home,23
66,20 - 25,1,2376.0,03:36,Away,20
66,20 - 25,1,2376.0,03:36,Home,25
67,22 - 25,1,2360.0,03:20,Away,22
67,22 - 25,1,2360.0,03:20,Home,25
68,22 - 25,1,2347.0,03:07,Away,22
68,22 - 25,1,2347.0,03:07,Home,25
69,22 - 25,1,2347.0,03:07,Home,25
69,22 - 25,1,2347.0,03:07,Away,22
70,22 - 25,1,2347.0,03:07,Away,22
70,22 - 25,1,2347.0,03:07,Home,25
71,22 - 25,1,2347.0,03:07,Away,22
71,22 - 25,1,2347.0,03:07,Home,25
72,22 - 25,1,2347.0,03:07,Away,22
72,22 - 25,1,2347.0,03:07,Home,25
73,22 - 26,1,2347.0,03:07,Home,26
73,22 - 26,1,2347.0,03:07,Away,22
74,22 - 26,1,2330.0,02:50,Away,22
74,22 - 26,1,2330.0,02:50,Home,26
75,22 - 26,1,2327.0,02:47,Away,22
75,22 - 26,1,2327.0,02:47,Home,26
76,22 - 26,1,2323.0,02:43,Home,26
76,22 - 26,1,2323.0,02:43,Away,22
77,22 - 26,1,2321.0,02:41,Home,26
77,22 - 26,1,2321.0,02:41,Away,22
78,22 - 26,1,2317.0,02:37,Home,26
78,22 - 26,1,2317.0,02:37,Away,22
79,22 - 26,1,2317.0,02:37,Away,22
79,22 - 26,1,2317.0,02:37,Home,26
80,22 - 26,1,2316.0,02:36,Away,22
80,22 - 26,1,2316.0,02:36,Home,26
81,22 - 26,1,2316.0,02:36,Home,26
81,22 - 26,1,2316.0,02:36,Away,22
82,22 - 26,1,2316.0,02:36,Home,26
82,22 - 26,1,2316.0,02:36,Away,22
83,22 - 26,1,2316.0,02:36,Away,22
83,22 - 26,1,2316.0,02:36,Home,26
84,22 - 26,1,2316.0,02:36,Away,22
84,22 - 26,1,2316.0,02:36,Home,26
85,22 - 26,1,2316.0,02:36,Away,22
85,22 - 26,1,2316.0,02:36,Home,26
86,22 - 26,1,2301.0,02:21,Home,26
86,22 - 26,1,2301.0,02:21,Away,22
87,22 - 26,1,2300.0,02:20,Away,22
87,22 - 26,1,2300.0,02:20,Home,26
88,22 - 26,1,2289.0,02:09,Home,26
88,22 - 26,1,2289.0,02:09,Away,22
89,22 - 26,1,2287.0,02:07,Home,26
89,22 - 26,1,2287.0,02:07,Away,22
90,22 - 29,1,2281.0,02:01,Home,29
90,22 - 29,1,2281.0,02:01,Away,22
91,22 - 29,1,2262.0,01:42,Home,29
91,22 - 29,1,2262.0,01:42,Away,22
92,22 - 29,1,2259.0,01:39,Home,29
92,22 - 29,1,2259.0,01:39,Away,22
93,22 - 29,1,2244.0,01:24,Home,29
93,22 - 29,1,2244.0,01:24,Away,22
94,22 - 29,1,2242.0,01:22,Home,29
94,22 - 29,1,2242.0,01:22,Away,22
95,25 - 29,1,2225.0,01:05,Home,29
95,25 - 29,1,2225.0,01:05,Away,25
96,25 - 29,1,2208.1,48.1,Home,29
96,25 - 29,1,2208.1,48.1,Away,25
97,25 - 29,1,2208.1,48.1,Home,29
97,25 - 29,1,2208.1,48.1,Away,25
98,25 - 29,1,2206.3,46.3,Home,29
98,25 - 29,1,2206.3,46.3,Away,25
99,27 - 29,1,2202.9,42.9,Home,29
99,27 - 29,1,2202.9,42.9,Away,27
100,27 - 29,1,2202.9,42.9,Home,29
100,27 - 29,1,2202.9,42.9,Away,27
101,28 - 29,1,2202.9,42.9,Home,29
101,28 - 29,1,2202.9,42.9,Away,28
102,28 - 29,1,2194.6,34.6,Home,29
102,28 - 29,1,2194.6,34.6,Away,28
103,28 - 29,1,2190.9,30.9,Home,29
103,28 - 29,1,2190.9,30.9,Away,28
104,28 - 32,1,2186.0,26.0,Home,32
104,28 - 32,1,2186.0,26.0,Away,28
105,28 - 32,1,2163.0,3.0,Home,32
105,28 - 32,1,2163.0,3.0,Away,28
106,28 - 32,1,2163.0,3.0,Home,32
106,28 - 32,1,2163.0,3.0,Away,28
107,28 - 32,1,2160.3,0.3,Away,28
107,28 - 32,1,2160.3,0.3,Home,32
108,28 - 32,1,2160.1,0.1,Home,32
108,28 - 32,1,2160.1,0.1,Away,28
109,28 - 32,2,2872.0,11:52,Home,32
109,28 - 32,2,2872.0,11:52,Away,28
110,28 - 35,2,2140.0,11:40,Home,35
110,28 - 35,2,2140.0,11:40,Away,28
111,31 - 35,2,2125.0,11:25,Away,31
111,31 - 35,2,2125.0,11:25,Home,35
112,31 - 35,2,2108.0,11:08,Home,35
112,31 - 35,2,2108.0,11:08,Away,31
113,31 - 35,2,2106.0,11:06,Home,35
113,31 - 35,2,2106.0,11:06,Away,31
114,31 - 37,2,2106.0,11:06,Home,37
114,31 - 37,2,2106.0,11:06,Away,31
115,31 - 37,2,2106.0,11:06,Home,37
115,31 - 37,2,2106.0,11:06,Away,31
116,31 - 37,2,2106.0,11:06,Home,37
116,31 - 37,2,2106.0,11:06,Away,31
117,31 - 37,2,2104.0,11:04,Away,31
117,31 - 37,2,2104.0,11:04,Home,37
118,34 - 37,2,2084.0,10:44,Home,37
118,34 - 37,2,2084.0,10:44,Away,34
119,34 - 39,2,2059.0,10:19,Away,34
119,34 - 39,2,2059.0,10:19,Home,39
120,34 - 39,2,2040.0,10:00,Away,34
120,34 - 39,2,2040.0,10:00,Home,39
121,34 - 39,2,2040.0,10:00,Away,34
121,34 - 39,2,2040.0,10:00,Home,39
122,34 - 39,2,2034.0,09:54,Home,39
122,34 - 39,2,2034.0,09:54,Away,34
123,34 - 39,2,2032.0,09:52,Away,34
123,34 - 39,2,2032.0,09:52,Home,39
124,34 - 39,2,2028.0,09:48,Away,34
124,34 - 39,2,2028.0,09:48,Home,39
125,34 - 39,2,2026.0,09:46,Away,34
125,34 - 39,2,2026.0,09:46,Home,39
126,37 - 39,2,2012.0,09:32,Home,39
126,37 - 39,2,2012.0,09:32,Away,37
127,37 - 41,2,1995.0,09:15,Home,41
127,37 - 41,2,1995.0,09:15,Away,37
128,37 - 41,2,1975.0,08:55,Home,41
128,37 - 41,2,1975.0,08:55,Away,37
129,37 - 41,2,1972.0,08:52,Home,41
129,37 - 41,2,1972.0,08:52,Away,37
130,37 - 44,2,1960.0,08:40,Home,44
130,37 - 44,2,1960.0,08:40,Away,37
131,37 - 44,2,1957.0,08:37,Home,44
131,37 - 44,2,1957.0,08:37,Away,37
132,37 - 44,2,1957.0,08:37,Home,44
132,37 - 44,2,1957.0,08:37,Away,37
133,37 - 44,2,1957.0,08:37,Home,44
133,37 - 44,2,1957.0,08:37,Away,37
134,37 - 44,2,1957.0,08:37,Home,44
134,37 - 44,2,1957.0,08:37,Away,37
135,37 - 44,2,1949.0,08:29,Home,44
135,37 - 44,2,1949.0,08:29,Away,37
136,37 - 44,2,1935.0,08:15,Away,37
136,37 - 44,2,1935.0,08:15,Home,44
137,37 - 44,2,1933.0,08:13,Home,44
137,37 - 44,2,1933.0,08:13,Away,37
138,37 - 44,2,1929.0,08:09,Home,44
138,37 - 44,2,1929.0,08:09,Away,37
139,37 - 44,2,1929.0,08:09,Away,37
139,37 - 44,2,1929.0,08:09,Home,44
140,37 - 44,2,1929.0,08:09,Home,44
140,37 - 44,2,1929.0,08:09,Away,37
141,37 - 44,2,1929.0,08:09,Away,37
141,37 - 44,2,1929.0,08:09,Home,44
142,37 - 44,2,1920.0,08:00,Home,44
142,37 - 44,2,1920.0,08:00,Away,37
143,37 - 44,2,1920.0,08:00,Away,37
143,37 - 44,2,1920.0,08:00,Home,44
144,37 - 44,2,1906.0,07:46,Away,37
144,37 - 44,2,1906.0,07:46,Home,44
145,37 - 44,2,1905.0,07:45,Away,37
145,37 - 44,2,1905.0,07:45,Home,44
146,37 - 47,2,1896.0,07:36,Home,47
146,37 - 47,2,1896.0,07:36,Away,37
147,39 - 47,2,1881.0,07:21,Home,47
147,39 - 47,2,1881.0,07:21,Away,39
148,39 - 47,2,1871.0,07:11,Home,47
148,39 - 47,2,1871.0,07:11,Away,39
149,39 - 47,2,1871.0,07:11,Away,39
149,39 - 47,2,1871.0,07:11,Home,47
150,39 - 47,2,1870.0,07:10,Home,47
150,39 - 47,2,1870.0,07:10,Away,39
151,39 - 47,2,1870.0,07:10,Home,47
151,39 - 47,2,1870.0,07:10,Away,39
152,41 - 47,2,1859.0,06:59,Away,41
152,41 - 47,2,1859.0,06:59,Home,47
153,41 - 47,2,1859.0,06:59,Away,41
153,41 - 47,2,1859.0,06:59,Home,47
154,41 - 47,2,1859.0,06:59,Away,41
154,41 - 47,2,1859.0,06:59,Home,47
155,41 - 47,2,1844.0,06:44,Away,41
155,41 - 47,2,1844.0,06:44,Home,47
156,41 - 47,2,1841.0,06:41,Away,41
156,41 - 47,2,1841.0,06:41,Home,47
157,43 - 47,2,1819.0,06:19,Away,43
157,43 - 47,2,1819.0,06:19,Home,47
158,43 - 47,2,1806.0,06:06,Away,43
158,43 - 47,2,1806.0,06:06,Home,47
159,43 - 47,2,1806.0,06:06,Away,43
159,43 - 47,2,1806.0,06:06,Home,47
160,43 - 47,2,1801.0,06:01,Away,43
160,43 - 47,2,1801.0,06:01,Home,47
161,43 - 47,2,1801.0,06:01,Home,47
161,43 - 47,2,1801.0,06:01,Away,43
162,43 - 47,2,1798.0,05:58,Away,43
162,43 - 47,2,1798.0,05:58,Home,47
163,43 - 47,2,1782.0,05:42,Away,43
163,43 - 47,2,1782.0,05:42,Home,47
164,43 - 47,2,1779.0,05:39,Home,47
164,43 - 47,2,1779.0,05:39,Away,43
165,43 - 47,2,1775.0,05:35,Away,43
165,43 - 47,2,1775.0,05:35,Home,47
166,43 - 47,2,1773.0,05:33,Away,43
166,43 - 47,2,1773.0,05:33,Home,47
167,45 - 47,2,1766.0,05:26,Home,47
167,45 - 47,2,1766.0,05:26,Away,45
168,45 - 47,2,1752.0,05:12,Home,47
168,45 - 47,2,1752.0,05:12,Away,45
169,45 - 47,2,1750.0,05:10,Home,47
169,45 - 47,2,1750.0,05:10,Away,45
170,47 - 47,2,1743.0,05:03,Away,47
170,47 - 47,2,1743.0,05:03,Home,47
171,47 - 47,2,1741.0,05:01,Away,47
171,47 - 47,2,1741.0,05:01,Home,47
172,47 - 47,2,1741.0,05:01,Home,47
172,47 - 47,2,1741.0,05:01,Away,47
173,47 - 47,2,1741.0,05:01,Away,47
173,47 - 47,2,1741.0,05:01,Home,47
174,47 - 47,2,1741.0,05:01,Home,47
174,47 - 47,2,1741.0,05:01,Away,47
175,47 - 47,2,1730.0,04:50,Away,47
175,47 - 47,2,1730.0,04:50,Home,47
176,47 - 47,2,1728.0,04:48,Away,47
176,47 - 47,2,1728.0,04:48,Home,47
177,47 - 47,2,1725.0,04:45,Away,47
177,47 - 47,2,1725.0,04:45,Home,47
178,47 - 47,2,1722.0,04:42,Away,47
178,47 - 47,2,1722.0,04:42,Home,47
179,47 - 49,2,1722.0,04:42,Home,49
179,47 - 49,2,1722.0,04:42,Away,47
180,47 - 49,2,1696.0,04:16,Home,49
180,47 - 49,2,1696.0,04:16,Away,47
181,47 - 49,2,1695.0,04:15,Home,49
181,47 - 49,2,1695.0,04:15,Away,47
182,47 - 49,2,1695.0,04:15,Away,47
182,47 - 49,2,1695.0,04:15,Home,49
183,47 - 49,2,1683.0,04:03,Away,47
183,47 - 49,2,1683.0,04:03,Home,49
184,47 - 49,2,1681.0,04:01,Away,47
184,47 - 49,2,1681.0,04:01,Home,49
185,47 - 49,2,1675.0,03:55,Home,49
185,47 - 49,2,1675.0,03:55,Away,47
186,47 - 49,2,1675.0,03:55,Away,47
186,47 - 49,2,1675.0,03:55,Home,49
187,47 - 49,2,1673.0,03:53,Home,49
187,47 - 49,2,1673.0,03:53,Away,47
188,47 - 49,2,1669.0,03:49,Home,49
188,47 - 49,2,1669.0,03:49,Away,47
189,47 - 49,2,1656.0,03:36,Home,49
189,47 - 49,2,1656.0,03:36,Away,47
190,47 - 49,2,1655.0,03:35,Home,49
190,47 - 49,2,1655.0,03:35,Away,47
191,47 - 49,2,1646.0,03:26,Away,47
191,47 - 49,2,1646.0,03:26,Home,49
192,47 - 49,2,1644.0,03:24,Home,49
192,47 - 49,2,1644.0,03:24,Away,47
193,47 - 49,2,1627.0,03:07,Home,49
193,47 - 49,2,1627.0,03:07,Away,47
194,47 - 49,2,1627.0,03:07,Home,49
194,47 - 49,2,1627.0,03:07,Away,47
195,49 - 49,2,1616.0,02:56,Home,49
195,49 - 49,2,1616.0,02:56,Away,49
196,49 - 49,2,1599.0,02:39,Away,49
196,49 - 49,2,1599.0,02:39,Home,49
197,49 - 49,2,1596.0,02:36,Away,49
197,49 - 49,2,1596.0,02:36,Home,49
198,49 - 49,2,1592.0,02:32,Away,49
198,49 - 49,2,1592.0,02:32,Home,49
199,50 - 49,2,1592.0,02:32,Home,49
199,50 - 49,2,1592.0,02:32,Away,50
200,50 - 49,2,1592.0,02:32,Away,50
200,50 - 49,2,1592.0,02:32,Home,49
201,51 - 49,2,1592.0,02:32,Away,51
201,51 - 49,2,1592.0,02:32,Home,49
202,51 - 52,2,1575.0,02:15,Away,51
202,51 - 52,2,1575.0,02:15,Home,52
203,51 - 52,2,1556.0,01:56,Away,51
203,51 - 52,2,1556.0,01:56,Home,52
204,51 - 52,2,1556.0,01:56,Home,52
204,51 - 52,2,1556.0,01:56,Away,51
205,51 - 52,2,1555.0,01:55,Home,52
205,51 - 52,2,1555.0,01:55,Away,51
206,51 - 52,2,1541.0,01:41,Away,51
206,51 - 52,2,1541.0,01:41,Home,52
207,51 - 52,2,1541.0,01:41,Away,51
207,51 - 52,2,1541.0,01:41,Home,52
208,54 - 52,2,1531.0,01:31,Away,54
208,54 - 52,2,1531.0,01:31,Home,52
209,54 - 54,2,1507.0,01:07,Home,54
209,54 - 54,2,1507.0,01:07,Away,54
210,54 - 54,2,1493.8000000000002,53.8,Home,54
210,54 - 54,2,1493.8000000000002,53.8,Away,54
211,55 - 54,2,1493.8000000000002,53.8,Away,55
211,55 - 54,2,1493.8000000000002,53.8,Home,54
212,55 - 54,2,1493.8000000000002,53.8,Away,55
212,55 - 54,2,1493.8000000000002,53.8,Home,54
213,56 - 54,2,1493.8000000000002,53.8,Away,56
213,56 - 54,2,1493.8000000000002,53.8,Home,54
214,56 - 54,2,1472.0,32.0,Away,56
214,56 - 54,2,1472.0,32.0,Home,54
215,56 - 54,2,1464.0,24.0,Away,56
215,56 - 54,2,1464.0,24.0,Home,54
216,56 - 54,2,1462.4,22.4,Away,56
216,56 - 54,2,1462.4,22.4,Home,54
217,56 - 54,2,1441.5,1.5,Home,54
217,56 - 54,2,1441.5,1.5,Away,56
218,56 - 54,2,1440.1,0.1,Home,54
218,56 - 54,2,1440.1,0.1,Away,56
219,56 - 57,3,2146.0,11:46,Home,57
219,56 - 57,3,2146.0,11:46,Away,56
220,56 - 57,3,1408.0,11:28,Away,56
220,56 - 57,3,1408.0,11:28,Home,57
221,56 - 57,3,1408.0,11:28,Home,57
221,56 - 57,3,1408.0,11:28,Away,56
222,56 - 59,3,1397.0,11:17,Home,59
222,56 - 59,3,1397.0,11:17,Away,56
223,56 - 59,3,1382.0,11:02,Home,59
223,56 - 59,3,1382.0,11:02,Away,56
224,56 - 59,3,1380.0,11:00,Home,59
224,56 - 59,3,1380.0,11:00,Away,56
225,56 - 59,3,1363.0,10:43,Away,56
225,56 - 59,3,1363.0,10:43,Home,59
226,56 - 59,3,1360.0,10:40,Home,59
226,56 - 59,3,1360.0,10:40,Away,56
227,58 - 59,3,1351.0,10:31,Away,58
227,58 - 59,3,1351.0,10:31,Home,59
228,58 - 61,3,1340.0,10:20,Away,58
228,58 - 61,3,1340.0,10:20,Home,61
229,58 - 61,3,1318.0,09:58,Away,58
229,58 - 61,3,1318.0,09:58,Home,61
230,58 - 61,3,1318.0,09:58,Home,61
230,58 - 61,3,1318.0,09:58,Away,58
231,58 - 61,3,1318.0,09:58,Away,58
231,58 - 61,3,1318.0,09:58,Home,61
232,58 - 61,3,1304.0,09:44,Home,61
232,58 - 61,3,1304.0,09:44,Away,58
233,58 - 61,3,1304.0,09:44,Home,61
233,58 - 61,3,1304.0,09:44,Away,58
234,58 - 61,3,1303.0,09:43,Away,58
234,58 - 61,3,1303.0,09:43,Home,61
235,59 - 61,3,1303.0,09:43,Away,59
235,59 - 61,3,1303.0,09:43,Home,61
236,60 - 61,3,1303.0,09:43,Home,61
236,60 - 61,3,1303.0,09:43,Away,60
237,60 - 64,3,1293.0,09:33,Away,60
237,60 - 64,3,1293.0,09:33,Home,64
238,60 - 64,3,1278.0,09:18,Away,60
238,60 - 64,3,1278.0,09:18,Home,64
239,60 - 64,3,1276.0,09:16,Home,64
239,60 - 64,3,1276.0,09:16,Away,60
240,60 - 64,3,1267.0,09:07,Home,64
240,60 - 64,3,1267.0,09:07,Away,60
241,60 - 64,3,1257.0,08:57,Away,60
241,60 - 64,3,1257.0,08:57,Home,64
242,60 - 64,3,1254.0,08:54,Away,60
242,60 - 64,3,1254.0,08:54,Home,64
243,60 - 64,3,1248.0,08:48,Away,60
243,60 - 64,3,1248.0,08:48,Home,64
244,60 - 64,3,1246.0,08:46,Away,60
244,60 - 64,3,1246.0,08:46,Home,64
245,60 - 64,3,1246.0,08:46,Away,60
245,60 - 64,3,1246.0,08:46,Home,64
246,60 - 64,3,1246.0,08:46,Home,64
246,60 - 64,3,1246.0,08:46,Away,60
247,60 - 66,3,1240.0,08:40,Home,66
247,60 - 66,3,1240.0,08:40,Away,60
248,60 - 66,3,1219.0,08:19,Home,66
248,60 - 66,3,1219.0,08:19,Away,60
249,60 - 66,3,1219.0,08:19,Home,66
249,60 - 66,3,1219.0,08:19,Away,60
250,60 - 66,3,1219.0,08:19,Away,60
250,60 - 66,3,1219.0,08:19,Home,66
251,61 - 66,3,1219.0,08:19,Away,61
251,61 - 66,3,1219.0,08:19,Home,66
252,61 - 66,3,1206.0,08:06,Away,61
252,61 - 66,3,1206.0,08:06,Home,66
253,61 - 66,3,1206.0,08:06,Away,61
253,61 - 66,3,1206.0,08:06,Home,66
254,61 - 66,3,1204.0,08:04,Away,61
254,61 - 66,3,1204.0,08:04,Home,66
255,61 - 66,3,1195.0,07:55,Away,61
255,61 - 66,3,1195.0,07:55,Home,66
256,61 - 66,3,1192.0,07:52,Home,66
256,61 - 66,3,1192.0,07:52,Away,61
257,61 - 66,3,1175.0,07:35,Home,66
257,61 - 66,3,1175.0,07:35,Away,61
258,61 - 66,3,1174.0,07:34,Away,61
258,61 - 66,3,1174.0,07:34,Home,66
259,61 - 66,3,1174.0,07:34,Home,66
259,61 - 66,3,1174.0,07:34,Away,61
260,61 - 67,3,1174.0,07:34,Home,67
260,61 - 67,3,1174.0,07:34,Away,61
261,61 - 68,3,1174.0,07:34,Home,68
261,61 - 68,3,1174.0,07:34,Away,61
262,64 - 68,3,1157.0,07:17,Away,64
262,64 - 68,3,1157.0,07:17,Home,68
263,64 - 68,3,1144.0,07:04,Away,64
263,64 - 68,3,1144.0,07:04,Home,68
264,64 - 68,3,1141.0,07:01,Away,64
264,64 - 68,3,1141.0,07:01,Home,68
265,64 - 71,3,1140.0,07:00,Away,64
265,64 - 71,3,1140.0,07:00,Home,71
266,64 - 71,3,1139.0,06:59,Away,64
266,64 - 71,3,1139.0,06:59,Home,71
267,64 - 71,3,1139.0,06:59,Home,71
267,64 - 71,3,1139.0,06:59,Away,64
268,64 - 71,3,1122.0,06:42,Home,71
268,64 - 71,3,1122.0,06:42,Away,64
269,64 - 71,3,1119.0,06:39,Home,71
269,64 - 71,3,1119.0,06:39,Away,64
270,64 - 73,3,1106.0,06:26,Home,73
270,64 - 73,3,1106.0,06:26,Away,64
271,64 - 73,3,1099.0,06:19,Home,73
271,64 - 73,3,1099.0,06:19,Away,64
272,64 - 73,3,1078.0,05:58,Home,73
272,64 - 73,3,1078.0,05:58,Away,64
273,64 - 73,3,1075.0,05:55,Home,73
273,64 - 73,3,1075.0,05:55,Away,64
274,64 - 73,3,1070.0,05:50,Home,73
274,64 - 73,3,1070.0,05:50,Away,64
275,64 - 73,3,1070.0,05:50,Away,64
275,64 - 73,3,1070.0,05:50,Home,73
276,64 - 73,3,1070.0,05:50,Home,73
276,64 - 73,3,1070.0,05:50,Away,64
277,64 - 73,3,1060.0,05:40,Away,64
277,64 - 73,3,1060.0,05:40,Home,73
278,64 - 73,3,1057.0,05:37,Away,64
278,64 - 73,3,1057.0,05:37,Home,73
279,64 - 73,3,1056.0,05:36,Away,64
279,64 - 73,3,1056.0,05:36,Home,73
280,64 - 73,3,1039.0,05:19,Away,64
280,64 - 73,3,1039.0,05:19,Home,73
281,64 - 73,3,1033.0,05:13,Away,64
281,64 - 73,3,1033.0,05:13,Home,73
282,64 - 73,3,1031.0,05:11,Away,64
282,64 - 73,3,1031.0,05:11,Home,73
283,64 - 75,3,1030.0,05:10,Away,64
283,64 - 75,3,1030.0,05:10,Home,75
284,64 - 75,3,1007.0,04:47,Away,64
284,64 - 75,3,1007.0,04:47,Home,75
285,64 - 75,3,1007.0,04:47,Away,64
285,64 - 75,3,1007.0,04:47,Home,75
286,64 - 75,3,1005.0,04:45,Home,75
286,64 - 75,3,1005.0,04:45,Away,64
287,64 - 75,3,998.0,04:38,Home,75
287,64 - 75,3,998.0,04:38,Away,64
288,64 - 75,3,996.0,04:36,Home,75
288,64 - 75,3,996.0,04:36,Away,64
289,64 - 75,3,989.0,04:29,Home,75
289,64 - 75,3,989.0,04:29,Away,64
