,SCORE,Quarter,Time,Clock,Team,Score
55,6 - 12,1,2547.0,06:27,Away,6
56,6 - 12,1,2532.0,06:12,Home,12
56,6 - 12,1,2532.0,06:12,Away,6
57,6 - 12,1,2529.0,06:09,Home,12
57,6 - 12,1,2529.0,06:09,Away,6
58,9 - 12,1,2523.0,06:03,Home,12
58,9 - 12,1,2523.0,06:03,Away,9
59,9 - 12,1,2506.0,05:46,Home,12
59,9 - 12,1,2506.0,05:46,Away,9
60,9 - 12,1,2504.0,05:44,Home,12
60,9 - 12,1,2504.0,05:44,Away,9
61,9 - 12,1,2492.0,05:32,Home,12
61,9 - 12,1,2492.0,05:32,Away,9
62,9 - 12,1,2489.0,05:29,Away,9
62,9 - 12,1,2489.0,05:29,Home,12
63,12 - 12,1,2484.0,05:24,Away,12
63,12 - 12,1,2484.0,05:24,Home,12
64,12 - 14,1,2468.0,05:08,Home,14
64,12 - 14,1,2468.0,05:08,Away,12
65,12 - 14,1,2453.0,04:53,Away,12
65,12 - 14,1,2453.0,04:53,Home,14
66,12 - 14,1,2451.0,04:51,Away,12
66,12 - 14,1,2451.0,04:51,Home,14
67,12 - 14,1,2444.0,04:44,Home,14
67,12 - 14,1,2444.0,04:44,Away,12
68,12 - 15,1,2444.0,04:44,Away,12
68,12 - 15,1,2444.0,04:44,Home,15
69,12 - 15,1,2444.0,04:44,Away,12
69,12 - 15,1,2444.0,04:44,Home,15
70,12 - 16,1,2444.0,04:44,Home,16
70,12 - 16,1,2444.0,04:44,Away,12
71,12 - 16,1,2435.0,04:35,Home,16
71,12 - 16,1,2435.0,04:35,Away,12
72,12 - 16,1,2423.0,04:23,Away,12
72,12 - 16,1,2423.0,04:23,Home,16
73,12 - 16,1,2418.0,04:18,Away,12
73,12 - 16,1,2418.0,04:18,Home,16
74,12 - 16,1,2418.0,04:18,Home,16
74,12 - 16,1,2418.0,04:18,Away,12
75,12 - 16,1,2418.0,04:18,Home,16
75,12 - 16,1,2418.0,04:18,Away,12
76,12 - 16,1,2397.0,03:57,Away,12
76,12 - 16,1,2397.0,03:57,Home,16
77,12 - 16,1,2395.0,03:55,Home,16
77,12 - 16,1,2395.0,03:55,Away,12
78,15 - 16,1,2384.0,03:44,Home,16
78,15 - 16,1,2384.0,03:44,Away,15
79,15 - 16,1,2365.0,03:25,Home,16
79,15 - 16,1,2365.0,03:25,Away,15
80,15 - 17,1,2365.0,03:25,Home,17
80,15 - 17,1,2365.0,03:25,Away,15
81,15 - 17,1,2365.0,03:25,Away,15
81,15 - 17,1,2365.0,03:25,Home,17
82,15 - 18,1,2365.0,03:25,Home,18
82,15 - 18,1,2365.0,03:25,Away,15
83,17 - 18,1,2346.0,03:06,Home,18
83,17 - 18,1,2346.0,03:06,Away,17
84,17 - 18,1,2334.0,02:54,Home,18
84,17 - 18,1,2334.0,02:54,Away,17
85,17 - 18,1,2334.0,02:54,Away,17
85,17 - 18,1,2334.0,02:54,Home,18
86,20 - 18,1,2328.0,02:48,Away,20
86,20 - 18,1,2328.0,02:48,Home,18
87,20 - 18,1,2298.0,02:18,Home,18
87,20 - 18,1,2298.0,02:18,Away,20
88,20 - 18,1,2297.0,02:17,Away,20
88,20 - 18,1,2297.0,02:17,Home,18
89,23 - 18,1,2283.0,02:03,Home,18
89,23 - 18,1,2283.0,02:03,Away,23
90,23 - 18,1,2281.0,02:01,Home,18
90,23 - 18,1,2281.0,02:01,Away,23
91,23 - 18,1,2281.0,02:01,Home,18
91,23 - 18,1,2281.0,02:01,Away,23
92,23 - 18,1,2281.0,02:01,Away,23
92,23 - 18,1,2281.0,02:01,Home,18
93,23 - 18,1,2281.0,02:01,Home,18
93,23 - 18,1,2281.0,02:01,Away,23
94,23 - 18,1,2261.0,01:41,Away,23
94,23 - 18,1,2261.0,01:41,Home,18
95,23 - 18,1,2259.0,01:39,Home,18
95,23 - 18,1,2259.0,01:39,Away,23
96,23 - 18,1,2247.0,01:27,Away,23
96,23 - 18,1,2247.0,01:27,Home,18
97,23 - 18,1,2245.0,01:25,Home,18
97,23 - 18,1,2245.0,01:25,Away,23
98,23 - 20,1,2239.0,01:19,Away,23
98,23 - 20,1,2239.0,01:19,Home,20
99,23 - 20,1,2228.0,01:08,Home,20
99,23 - 20,1,2228.0,01:08,Away,23
100,23 - 20,1,2218.6,58.6,Home,20
100,23 - 20,1,2218.6,58.6,Away,23
101,23 - 20,1,2217.8,57.8,Away,23
101,23 - 20,1,2217.8,57.8,Home,20
102,23 - 22,1,2216.6,56.6,Away,23
102,23 - 22,1,2216.6,56.6,Home,22
103,23 - 22,1,2202.5,42.5,Away,23
103,23 - 22,1,2202.5,42.5,Home,22
104,25 - 22,1,2198.5,38.5,Away,25
104,25 - 22,1,2198.5,38.5,Home,22
105,25 - 25,1,2190.7,30.7,Home,25
105,25 - 25,1,2190.7,30.7,Away,25
106,27 - 25,1,2168.4,8.4,Away,27
106,27 - 25,1,2168.4,8.4,Home,25
107,27 - 28,1,2161.4,1.4,Away,27
107,27 - 28,1,2161.4,1.4,Home,28
108,27 - 28,2,2862.0,11:42,Away,27
108,27 - 28,2,2862.0,11:42,Home,28
109,27 - 28,2,2139.0,11:39,Home,28
109,27 - 28,2,2139.0,11:39,Away,27
110,27 - 28,2,2131.0,11:31,Away,27
110,27 - 28,2,2131.0,11:31,Home,28
111,27 - 28,2,2127.0,11:27,Away,27
111,27 - 28,2,2127.0,11:27,Home,28
112,27 - 28,2,2118.0,11:18,Away,27
112,27 - 28,2,2118.0,11:18,Home,28
113,27 - 28,2,2115.0,11:15,Home,28
113,27 - 28,2,2115.0,11:15,Away,27
114,27 - 28,2,2101.0,11:01,Home,28
114,27 - 28,2,2101.0,11:01,Away,27
115,27 - 28,2,2100.0,11:00,Home,28
115,27 - 28,2,2100.0,11:00,Away,27
116,27 - 28,2,2098.0,10:58,Home,28
116,27 - 28,2,2098.0,10:58,Away,27
117,27 - 28,2,2096.0,10:56,Home,28
117,27 - 28,2,2096.0,10:56,Away,27
118,27 - 28,2,2089.0,10:49,Home,28
118,27 - 28,2,2089.0,10:49,Away,27
119,27 - 28,2,2087.0,10:47,Home,28
119,27 - 28,2,2087.0,10:47,Away,27
120,27 - 28,2,2073.0,10:33,Home,28
120,27 - 28,2,2073.0,10:33,Away,27
121,27 - 28,2,2072.0,10:32,Home,28
121,27 - 28,2,2072.0,10:32,Away,27
122,27 - 28,2,2064.0,10:24,Home,28
122,27 - 28,2,2064.0,10:24,Away,27
123,27 - 28,2,2063.0,10:23,Home,28
123,27 - 28,2,2063.0,10:23,Away,27
124,27 - 28,2,2046.0,10:06,Home,28
124,27 - 28,2,2046.0,10:06,Away,27
125,27 - 28,2,2046.0,10:06,Home,28
125,27 - 28,2,2046.0,10:06,Away,27
126,27 - 28,2,2032.0,09:52,Home,28
126,27 - 28,2,2032.0,09:52,Away,27
127,27 - 28,2,2032.0,09:52,Home,28
127,27 - 28,2,2032.0,09:52,Away,27
128,30 - 28,2,2029.0,09:49,Away,30
128,30 - 28,2,2029.0,09:49,Home,28
129,30 - 28,2,2012.0,09:32,Away,30
129,30 - 28,2,2012.0,09:32,Home,28
130,30 - 28,2,2012.0,09:32,Away,30
130,30 - 28,2,2012.0,09:32,Home,28
131,33 - 28,2,2009.0,09:29,Away,33
131,33 - 28,2,2009.0,09:29,Home,28
132,33 - 28,2,2007.0,09:27,Away,33
132,33 - 28,2,2007.0,09:27,Home,28
133,33 - 28,2,2007.0,09:27,Away,33
133,33 - 28,2,2007.0,09:27,Home,28
134,33 - 28,2,1993.0,09:13,Away,33
134,33 - 28,2,1993.0,09:13,Home,28
135,33 - 28,2,1991.0,09:11,Away,33
135,33 - 28,2,1991.0,09:11,Home,28
136,33 - 28,2,1976.0,08:56,Away,33
136,33 - 28,2,1976.0,08:56,Home,28
137,33 - 28,2,1974.0,08:54,Away,33
137,33 - 28,2,1974.0,08:54,Home,28
138,33 - 31,2,1964.0,08:44,Home,31
138,33 - 31,2,1964.0,08:44,Away,33
139,33 - 31,2,1949.0,08:29,Home,31
139,33 - 31,2,1949.0,08:29,Away,33
140,33 - 31,2,1947.0,08:27,Away,33
140,33 - 31,2,1947.0,08:27,Home,31
141,33 - 31,2,1936.0,08:16,Away,33
141,33 - 31,2,1936.0,08:16,Home,31
142,33 - 31,2,1924.0,08:04,Home,31
142,33 - 31,2,1924.0,08:04,Away,33
143,33 - 31,2,1924.0,08:04,Away,33
143,33 - 31,2,1924.0,08:04,Home,31
144,33 - 31,2,1922.0,08:02,Home,31
144,33 - 31,2,1922.0,08:02,Away,33
145,33 - 31,2,1917.0,07:57,Home,31
145,33 - 31,2,1917.0,07:57,Away,33
146,33 - 31,2,1915.0,07:55,Away,33
146,33 - 31,2,1915.0,07:55,Home,31
147,35 - 31,2,1902.0,07:42,Away,35
147,35 - 31,2,1902.0,07:42,Home,31
148,35 - 34,2,1888.0,07:28,Away,35
148,35 - 34,2,1888.0,07:28,Home,34
149,35 - 34,2,1888.0,07:28,Away,35
149,35 - 34,2,1888.0,07:28,Home,34
150,35 - 34,2,1888.0,07:28,Away,35
150,35 - 34,2,1888.0,07:28,Home,34
151,35 - 34,2,1888.0,07:28,Home,34
151,35 - 34,2,1888.0,07:28,Away,35
152,35 - 34,2,1888.0,07:28,Home,34
152,35 - 34,2,1888.0,07:28,Away,35
153,35 - 34,2,1880.0,07:20,Home,34
153,35 - 34,2,1880.0,07:20,Away,35
154,35 - 34,2,1878.0,07:18,Away,35
154,35 - 34,2,1878.0,07:18,Home,34
155,37 - 34,2,1875.0,07:15,Away,37
155,37 - 34,2,1875.0,07:15,Home,34
156,37 - 34,2,1856.0,06:56,Away,37
156,37 - 34,2,1856.0,06:56,Home,34
157,37 - 34,2,1856.0,06:56,Away,37
157,37 - 34,2,1856.0,06:56,Home,34
158,37 - 34,2,1856.0,06:56,Home,34
158,37 - 34,2,1856.0,06:56,Away,37
159,37 - 34,2,1856.0,06:56,Home,34
159,37 - 34,2,1856.0,06:56,Away,37
160,37 - 34,2,1856.0,06:56,Home,34
160,37 - 34,2,1856.0,06:56,Away,37
161,37 - 34,2,1856.0,06:56,Home,34
161,37 - 34,2,1856.0,06:56,Away,37
162,37 - 34,2,1856.0,06:56,Home,34
162,37 - 34,2,1856.0,06:56,Away,37
163,37 - 35,2,1856.0,06:56,Home,35
163,37 - 35,2,1856.0,06:56,Away,37
164,39 - 35,2,1846.0,06:46,Home,35
164,39 - 35,2,1846.0,06:46,Away,39
165,39 - 37,2,1834.0,06:34,Away,39
165,39 - 37,2,1834.0,06:34,Home,37
166,39 - 37,2,1824.0,06:24,Home,37
166,39 - 37,2,1824.0,06:24,Away,39
167,39 - 37,2,1824.0,06:24,Home,37
167,39 - 37,2,1824.0,06:24,Away,39
168,39 - 37,2,1823.0,06:23,Home,37
168,39 - 37,2,1823.0,06:23,Away,39
169,39 - 37,2,1813.0,06:13,Away,39
169,39 - 37,2,1813.0,06:13,Home,37
170,39 - 39,2,1803.0,06:03,Home,39
170,39 - 39,2,1803.0,06:03,Away,39
171,39 - 39,2,1790.0,05:50,Home,39
171,39 - 39,2,1790.0,05:50,Away,39
172,39 - 39,2,1790.0,05:50,Home,39
172,39 - 39,2,1790.0,05:50,Away,39
173,39 - 39,2,1790.0,05:50,Home,39
173,39 - 39,2,1790.0,05:50,Away,39
174,39 - 39,2,1790.0,05:50,Home,39
174,39 - 39,2,1790.0,05:50,Away,39
175,39 - 39,2,1784.0,05:44,Home,39
175,39 - 39,2,1784.0,05:44,Away,39
176,39 - 39,2,1782.0,05:42,Home,39
176,39 - 39,2,1782.0,05:42,Away,39
177,39 - 39,2,1758.0,05:18,Home,39
177,39 - 39,2,1758.0,05:18,Away,39
178,39 - 39,2,1756.0,05:16,Home,39
178,39 - 39,2,1756.0,05:16,Away,39
179,39 - 39,2,1746.0,05:06,Home,39
179,39 - 39,2,1746.0,05:06,Away,39
180,39 - 39,2,1746.0,05:06,Away,39
180,39 - 39,2,1746.0,05:06,Home,39
181,39 - 39,2,1742.0,05:02,Away,39
181,39 - 39,2,1742.0,05:02,Home,39
182,39 - 39,2,1742.0,05:02,Away,39
182,39 - 39,2,1742.0,05:02,Home,39
183,39 - 39,2,1739.0,04:59,Away,39
183,39 - 39,2,1739.0,04:59,Home,39
184,39 - 39,2,1739.0,04:59,Away,39
184,39 - 39,2,1739.0,04:59,Home,39
185,39 - 39,2,1739.0,04:59,Away,39
185,39 - 39,2,1739.0,04:59,Home,39
186,40 - 39,2,1739.0,04:59,Away,40
186,40 - 39,2,1739.0,04:59,Home,39
187,40 - 39,2,1729.0,04:49,Away,40
187,40 - 39,2,1729.0,04:49,Home,39
188,40 - 39,2,1729.0,04:49,Away,40
188,40 - 39,2,1729.0,04:49,Home,39
189,40 - 39,2,1718.0,04:38,Away,40
189,40 - 39,2,1718.0,04:38,Home,39
190,40 - 39,2,1716.0,04:36,Away,40
190,40 - 39,2,1716.0,04:36,Home,39
191,40 - 39,2,1709.0,04:29,Home,39
191,40 - 39,2,1709.0,04:29,Away,40
192,40 - 39,2,1707.0,04:27,Home,39
192,40 - 39,2,1707.0,04:27,Away,40
193,42 - 39,2,1705.0,04:25,Away,42
193,42 - 39,2,1705.0,04:25,Home,39
194,42 - 41,2,1690.0,04:10,Away,42
194,42 - 41,2,1690.0,04:10,Home,41
195,42 - 41,2,1678.0,03:58,Home,41
195,42 - 41,2,1678.0,03:58,Away,42
196,42 - 41,2,1676.0,03:56,Away,42
196,42 - 41,2,1676.0,03:56,Home,41
197,42 - 41,2,1673.0,03:53,Away,42
197,42 - 41,2,1673.0,03:53,Home,41
198,42 - 41,2,1673.0,03:53,Home,41
198,42 - 41,2,1673.0,03:53,Away,42
199,42 - 41,2,1671.0,03:51,Home,41
199,42 - 41,2,1671.0,03:51,Away,42
200,42 - 41,2,1669.0,03:49,Home,41
200,42 - 41,2,1669.0,03:49,Away,42
201,42 - 44,2,1662.0,03:42,Away,42
201,42 - 44,2,1662.0,03:42,Home,44
202,42 - 44,2,1647.0,03:27,Away,42
202,42 - 44,2,1647.0,03:27,Home,44
203,42 - 44,2,1647.0,03:27,Home,44
203,42 - 44,2,1647.0,03:27,Away,42
204,42 - 44,2,1644.0,03:24,Away,42
204,42 - 44,2,1644.0,03:24,Home,44
205,42 - 45,2,1644.0,03:24,Home,45
205,42 - 45,2,1644.0,03:24,Away,42
206,42 - 46,2,1644.0,03:24,Away,42
206,42 - 46,2,1644.0,03:24,Home,46
207,42 - 46,2,1626.0,03:06,Away,42
207,42 - 46,2,1626.0,03:06,Home,46
208,42 - 46,2,1624.0,03:04,Away,42
208,42 - 46,2,1624.0,03:04,Home,46
209,42 - 48,2,1618.0,02:58,Away,42
209,42 - 48,2,1618.0,02:58,Home,48
210,42 - 48,2,1618.0,02:58,Home,48
210,42 - 48,2,1618.0,02:58,Away,42
211,42 - 48,2,1618.0,02:58,Home,48
211,42 - 48,2,1618.0,02:58,Away,42
212,42 - 49,2,1618.0,02:58,Home,49
212,42 - 49,2,1618.0,02:58,Away,42
213,42 - 49,2,1606.0,02:46,Away,42
213,42 - 49,2,1606.0,02:46,Home,49
214,44 - 49,2,1602.0,02:42,Away,44
214,44 - 49,2,1602.0,02:42,Home,49
215,44 - 49,2,1602.0,02:42,Away,44
215,44 - 49,2,1602.0,02:42,Home,49
216,44 - 49,2,1602.0,02:42,Home,49
216,44 - 49,2,1602.0,02:42,Away,44
217,45 - 49,2,1602.0,02:42,Away,45
217,45 - 49,2,1602.0,02:42,Home,49
218,45 - 49,2,1585.0,02:25,Home,49
218,45 - 49,2,1585.0,02:25,Away,45
219,45 - 49,2,1585.0,02:25,Home,49
219,45 - 49,2,1585.0,02:25,Away,45
220,45 - 49,2,1578.0,02:18,Home,49
220,45 - 49,2,1578.0,02:18,Away,45
221,45 - 49,2,1576.0,02:16,Home,49
221,45 - 49,2,1576.0,02:16,Away,45
222,45 - 49,2,1555.0,01:55,Away,45
222,45 - 49,2,1555.0,01:55,Home,49
223,45 - 49,2,1553.0,01:53,Home,49
223,45 - 49,2,1553.0,01:53,Away,45
224,47 - 49,2,1549.0,01:49,Home,49
224,47 - 49,2,1549.0,01:49,Away,47
225,47 - 49,2,1531.0,01:31,Home,49
225,47 - 49,2,1531.0,01:31,Away,47
226,47 - 49,2,1529.0,01:29,Home,49
226,47 - 49,2,1529.0,01:29,Away,47
227,47 - 49,2,1522.0,01:22,Away,47
227,47 - 49,2,1522.0,01:22,Home,49
228,47 - 49,2,1522.0,01:22,Away,47
228,47 - 49,2,1522.0,01:22,Home,49
229,47 - 52,2,1508.0,01:08,Away,47
229,47 - 52,2,1508.0,01:08,Home,52
230,47 - 52,2,1494.1,54.1,Home,52
230,47 - 52,2,1494.1,54.1,Away,47
231,47 - 52,2,1493.9,53.9,Home,52
231,47 - 52,2,1493.9,53.9,Away,47
232,47 - 52,2,1492.4,52.4,Away,47
232,47 - 52,2,1492.4,52.4,Home,52
233,47 - 52,2,1490.6999999999998,50.7,Away,47
233,47 - 52,2,1490.6999999999998,50.7,Home,52
234,47 - 54,2,1474.3000000000002,34.3,Away,47
234,47 - 54,2,1474.3000000000002,34.3,Home,54
235,47 - 54,2,1464.1,24.1,Away,47
235,47 - 54,2,1464.1,24.1,Home,54
236,47 - 54,2,1464.1,24.1,Away,47
236,47 - 54,2,1464.1,24.1,Home,54
237,47 - 54,2,1463.0,23.0,Home,54
237,47 - 54,2,1463.0,23.0,Away,47
238,47 - 54,2,1453.3000000000002,13.3,Home,54
238,47 - 54,2,1453.3000000000002,13.3,Away,47
239,47 - 54,2,1452.1999999999998,12.2,Home,54
239,47 - 54,2,1452.1999999999998,12.2,Away,47
240,49 - 54,2,1452.1999999999998,12.2,Home,54
240,49 - 54,2,1452.1999999999998,12.2,Away,49
241,49 - 54,2,1441.3000000000002,1.3,Home,54
241,49 - 54,2,1441.3000000000002,1.3,Away,49
242,49 - 54,2,1440.1,0.1,Home,54
242,49 - 54,2,1440.1,0.1,Away,49
243,51 - 54,3,2146.0,11:46,Away,51
243,51 - 54,3,2146.0,11:46,Home,54
244,51 - 54,3,1409.0,11:29,Home,54
244,51 - 54,3,1409.0,11:29,Away,51
245,51 - 54,3,1409.0,11:29,Away,51
245,51 - 54,3,1409.0,11:29,Home,54
246,54 - 54,3,1402.0,11:22,Away,54
246,54 - 54,3,1402.0,11:22,Home,54
247,54 - 54,3,1381.0,11:01,Home,54
247,54 - 54,3,1381.0,11:01,Away,54
248,54 - 54,3,1378.0,10:58,Home,54
248,54 - 54,3,1378.0,10:58,Away,54
249,54 - 54,3,1370.0,10:50,Home,54
249,54 - 54,3,1370.0,10:50,Away,54
250,54 - 54,3,1364.0,10:44,Away,54
250,54 - 54,3,1364.0,10:44,Home,54
251,54 - 54,3,1359.0,10:39,Away,54
251,54 - 54,3,1359.0,10:39,Home,54
252,54 - 54,3,1357.0,10:37,Away,54
252,54 - 54,3,1357.0,10:37,Home,54
253,54 - 54,3,1347.0,10:27,Home,54
253,54 - 54,3,1347.0,10:27,Away,54
254,54 - 57,3,1340.0,10:20,Away,54
254,54 - 57,3,1340.0,10:20,Home,57
255,54 - 57,3,1330.0,10:10,Home,57
255,54 - 57,3,1330.0,10:10,Away,54
256,54 - 57,3,1330.0,10:10,Home,57
256,54 - 57,3,1330.0,10:10,Away,54
257,54 - 59,3,1326.0,10:06,Home,59
257,54 - 59,3,1326.0,10:06,Away,54
258,54 - 59,3,1309.0,09:49,Home,59
258,54 - 59,3,1309.0,09:49,Away,54
259,54 - 59,3,1308.0,09:48,Home,59
259,54 - 59,3,1308.0,09:48,Away,54
260,56 - 59,3,1308.0,09:48,Home,59
260,56 - 59,3,1308.0,09:48,Away,56
261,56 - 61,3,1297.0,09:37,Home,61
261,56 - 61,3,1297.0,09:37,Away,56
262,56 - 61,3,1276.0,09:16,Away,56
262,56 - 61,3,1276.0,09:16,Home,61
263,56 - 61,3,1274.0,09:14,Home,61
263,56 - 61,3,1274.0,09:14,Away,56
264,56 - 61,3,1261.0,09:01,Home,61
264,56 - 61,3,1261.0,09:01,Away,56
265,56 - 61,3,1258.0,08:58,Away,56
265,56 - 61,3,1258.0,08:58,Home,61
266,56 - 61,3,1252.0,08:52,Away,56
266,56 - 61,3,1252.0,08:52,Home,61
267,56 - 62,3,1252.0,08:52,Away,56
267,56 - 62,3,1252.0,08:52,Home,62
268,56 - 63,3,1252.0,08:52,Away,56
268,56 - 63,3,1252.0,08:52,Home,63
269,58 - 63,3,1242.0,08:42,Away,58
269,58 - 63,3,1242.0,08:42,Home,63
270,58 - 63,3,1222.0,08:22,Away,58
270,58 - 63,3,1222.0,08:22,Home,63
271,58 - 63,3,1220.0,08:20,Away,58
271,58 - 63,3,1220.0,08:20,Home,63
272,58 - 63,3,1202.0,08:02,Home,63
272,58 - 63,3,1202.0,08:02,Away,58
273,58 - 63,3,1200.0,08:00,Away,58
273,58 - 63,3,1200.0,08:00,Home,63
274,58 - 63,3,1192.0,07:52,Home,63
274,58 - 63,3,1192.0,07:52,Away,58
275,58 - 63,3,1192.0,07:52,Home,63
275,58 - 63,3,1192.0,07:52,Away,58
276,58 - 63,3,1191.0,07:51,Home,63
276,58 - 63,3,1191.0,07:51,Away,58
277,58 - 63,3,1187.0,07:47,Home,63
277,58 - 63,3,1187.0,07:47,Away,58
278,59 - 63,3,1187.0,07:47,Home,63
278,59 - 63,3,1187.0,07:47,Away,59
279,59 - 63,3,1187.0,07:47,Home,63
279,59 - 63,3,1187.0,07:47,Away,59
280,60 - 63,3,1187.0,07:47,Home,63
280,60 - 63,3,1187.0,07:47,Away,60
281,60 - 65,3,1171.0,07:31,Away,60
281,60 - 65,3,1171.0,07:31,Home,65
282,60 - 65,3,1171.0,07:31,Away,60
282,60 - 65,3,1171.0,07:31,Home,65
283,60 - 65,3,1171.0,07:31,Away,60
283,60 - 65,3,1171.0,07:31,Home,65
284,60 - 66,3,1171.0,07:31,Away,60
284,60 - 66,3,1171.0,07:31,Home,66
285,63 - 66,3,1155.0,07:15,Away,63
285,63 - 66,3,1155.0,07:15,Home,66
286,63 - 66,3,1143.0,07:03,Home,66
286,63 - 66,3,1143.0,07:03,Away,63
287,63 - 66,3,1131.0,06:51,Home,66
287,63 - 66,3,1131.0,06:51,Away,63
288,63 - 66,3,1128.0,06:48,Home,66
288,63 - 66,3,1128.0,06:48,Away,63
289,63 - 66,3,1115.0,06:35,Home,66
